sector_etf,provider_symbol,symbol,weight_pct,name,source_url,provider,quality,source_last_updated_age_days,declared_total_holdings,estimated_value
BOAT,KNOP,KNOP,,KNOT Offshore Partners LP,https://www.quiverquant.com/etf/SonicShares%20Global%20Shipping%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,53,$177423
BOAT,GASS,GASS,,StealthGas Inc,https://www.quiverquant.com/etf/SonicShares%20Global%20Shipping%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,53,$175304
BOAT,DSX,DSX,,Diana Shipping Inc,https://www.quiverquant.com/etf/SonicShares%20Global%20Shipping%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,53,$165276
BOAT,003280.KS,003280.KS,,Heung-A Shipping Co Ltd,https://www.quiverquant.com/etf/SonicShares%20Global%20Shipping%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,53,$147346
WGMI,CIFR,CIFR,,Cipher Digital Inc,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$28.8 million
WGMI,NBIS,NBIS,,Nebius Group NV Shs Class-A-,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$17.7 million
WGMI,HUT,HUT,,Hut 8 Corp,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$15.1 million
WGMI,KEEL,KEEL,,Keel Infrastructure Corp,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$14.3 million
WGMI,IREN,IREN,,IREN Ltd,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$13.3 million
WGMI,RIOT,RIOT,,Riot Platforms Inc,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$12.9 million
WGMI,HIVE.TO,HIVE.TO,,HIVE Digital Technologies Ltd,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$12.5 million
WGMI,WULF,WULF,,TeraWulf Inc,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$12.2 million
WGMI,CRWV,CRWV,,CoreWeave Inc Ordinary Shares - Class A,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$11.4 million
WGMI,WYFI,WYFI,,Whitefiber Inc,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$10.4 million
WGMI,CLSK,CLSK,,Cleanspark Inc,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$10.4 million
WGMI,CHRN,CHRN,,ChronoScale Holdings Corp,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$9.4 million
WGMI,CORZ,CORZ,,Core Scientific Inc Ordinary Shares - New,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$9.3 million
WGMI,APLD,APLD,,Applied Digital Corp,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$9.3 million
WGMI,BTDR,BTDR,,Bitdeer Technologies Group Ordinary Shares Class A,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$9.2 million
WGMI,MARA,MARA,,MARA Holdings Inc,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$9.2 million
WGMI,DGX.V,DGX-V,,Digi Power X Inc Ordinary Shares Sub voting,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$8.1 million
WGMI,NVDA,NVDA,,NVIDIA Corp,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$6.6 million
WGMI,SLNH,SLNH,,Soluna Holdings Inc,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$4.9 million
WGMI,SHAZ,SHAZ,,SharonAI Holdings Inc Class A,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$3.9 million
WGMI,GLXY,GLXY,,Galaxy Digital Inc Ordinary Shares - Class A,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$3.0 million
WGMI,AIRJ,AIRJ,,AirJoule Technologies Corp Class A Shares,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$2.2 million
WGMI,TSM,TSM,,Taiwan Semiconductor Manufacturing Co Ltd ADR,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$2.0 million
WGMI,XYZ,XYZ,,Block Inc Class A,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$1.9 million
WGMI,CAN,CAN,,Canaan Inc ADR,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$1.1 million
WGMI,CANG,CANG,,Cango Inc Class A,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$373370
WGMI,FUFU,FUFU,,BitFuFu Inc Class A Ordinary Shares,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$232385
WGMI,ABTC,ABTC,,American Bitcoin Corp Ordinary Shares - Class A,https://www.quiverquant.com/etf/CoinShares%20Bitcoin%20Mining%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,28,$64575
JETS,UAL,UAL,,United Airlines Holdings Inc,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$83.2 million
JETS,DAL,DAL,,Delta Air Lines Inc,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$81.2 million
JETS,AAL,AAL,,American Airlines Group Inc,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$79.0 million
JETS,LUV,LUV,,Southwest Airlines Co,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$73.5 million
JETS,AC.TO,AC.TO,,Air Canada Ordinary Shares (Voting and Variable Voting),https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$36.1 million
JETS,SKYW,SKYW,,SkyWest Inc,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$30.7 million
JETS,JBLU,JBLU,,JetBlue Airways Corp,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$27.3 million
JETS,ALGT,ALGT,,Allegiant Travel Co,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$26.0 million
JETS,ULCC,ULCC,,Frontier Group Holdings Inc,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$25.2 million
JETS,ALK,ALK,,Alaska Air Group Inc,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$25.1 million
JETS,EXPE,EXPE,,Expedia Group Inc,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$21.9 million
JETS,SABR,SABR,,Sabre Corp,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$19.7 million
JETS,BKNG,BKNG,,Booking Holdings Inc,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$19.1 million
JETS,GD,GD,,General Dynamics Corp,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$16.4 million
JETS,BBD.B.TO,BBD-B.TO,,Bombardier Inc Registered Shs -B- Subord Vtg,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$16.2 million
JETS,BA,BA,,Boeing Co,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$14.6 million
JETS,TXT,TXT,,Textron Inc,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$13.6 million
JETS,TRIP,TRIP,,Tripadvisor Inc,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$12.7 million
JETS,9201.T,9201.T,,Japan Airlines Co Ltd,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$9.1 million
JETS,AMS.MC,AMS.MC,,Amadeus IT Group SA,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$9.1 million
JETS,AIR.PA,AIR.PA,,Airbus SE,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$9.0 million
JETS,QAN.AX,QAN.AX,,Qantas Airways Ltd,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$8.5 million
JETS,IAG.L,IAG-L,,International Consolidated Airlines Group SA,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$8.4 million
JETS,AENA.MC,AENA.MC,,Aena SME SA,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$8.3 million
JETS,THYAO.E.IS,THYAO.IS,,Turk Hava Yollari AO,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$7.8 million
JETS,LTM,LTM,,LATAM Airlines Group SA ADR,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$7.7 million
JETS,CLV.DE,CLV.DE,,Trip.com Group Ltd ADR,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$7.3 million
JETS,RYAAY,RYAAY,,Ryanair Holdings PLC ADR,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$7.2 million
JETS,EZJ.L,EZJ-L,,easyJet PLC,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$5.4 million
JETS,MMYT,MMYT,,MakeMyTrip Ltd,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$5.4 million
JETS,EMBJ,EMBJ,,Embraer SA ADR,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$5.2 million
JETS,293.HK,0293.HK,,Cathay Pacific Airways Ltd,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$4.9 million
JETS,AOT.BK,AOT.BK,,Airports Of Thailand PLC,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$4.5 million
JETS,ADP.PA,ADP.PA,,Aeroports de Paris SA,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$4.2 million
JETS,9202.T,9202.T,,ANA Holdings Inc,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$4.2 million
JETS,AF.PA,AF.PA,,Air France-KLM,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$4.2 million
JETS,G7A.DE,G7A.DE,,Grupo Aeroportuario del Centro Norte SAB de CV ADR,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$4.0 million
JETS,C6L.SI,C6L.SI,,Singapore Airlines Ltd,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$3.9 million
JETS,LHA.DE,LHA.DE,,Deutsche Lufthansa AG,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$3.9 million
JETS,CHKIF,CHKIF,,China Southern Airlines Co Ltd Class H,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$3.7 million
JETS,753.HK,0753.HK,,Air China Ltd Class H,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$3.7 million
JETS,NAS.OL,NAS.OL,,Norwegian Air Shuttle ASA,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$3.7 million
JETS,CPA,CPA,,Copa Holdings SA Class A,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$3.6 million
JETS,GAPB.MX,GAPB.MX,,Grupo Aeroportuario del Pacifico SAB de CV Class B,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$3.6 million
JETS,670.HK,0670.HK,,China Eastern Airlines Corp Ltd Class H,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$3.6 million
JETS,ASR,ASR,,Grupo Aeroportuario del Sureste SAB de CV ADR,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$3.5 million
JETS,PGSUS.E.IS,PGSUS.IS,,Pegasus Hava Tasimaciligi AS,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$3.4 million
JETS,780.HK,0780.HK,,Tongcheng Travel Holdings Ltd,https://www.quiverquant.com/etf/U.S.%20Global%20Jets%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,50,$3.3 million
PEJ,EXPE,EXPE,,Expedia Group Inc,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$23.9 million
PEJ,ABNB,ABNB,,Airbnb Inc Ordinary Shares - Class A,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$23.3 million
PEJ,SYY,SYY,,Sysco Corp,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$18.3 million
PEJ,SBUX,SBUX,,Starbucks Corp,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$17.7 million
PEJ,VIK,VIK,,Viking Holdings Ltd,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$17.1 million
PEJ,HLT,HLT,,Hilton Worldwide Holdings Inc,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$16.8 million
PEJ,MAR,MAR,,Marriott International Inc Class A,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$15.9 million
PEJ,LVS,LVS,,Las Vegas Sands Corp,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$14.9 million
PEJ,LIND,LIND,,Lindblad Expeditions Holdings Inc,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$12.8 million
PEJ,CNK,CNK,,Cinemark Holdings Inc,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$12.2 million
PEJ,USFD,USFD,,US Foods Holding Corp,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$12.1 million
PEJ,CART,CART,,Maplebear Inc,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$11.4 million
PEJ,MANU,MANU,,Manchester United PLC Class A,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$10.4 million
PEJ,ARMK,ARMK,,Aramark,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$10.3 million
PEJ,MSGE,MSGE,,Madison Square Garden Entertainment Corp,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$10.1 million
PEJ,SPHR,SPHR,,Sphere Entertainment Co Ordinary Shares - Class A,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$10.0 million
PEJ,MSGS,MSGS,,Madison Square Garden Sports Corp Class A,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$9.8 million
PEJ,SGHC,SGHC,,Super Group (SGHC) Ltd,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$9.8 million
PEJ,MCRI,MCRI,,Monarch Casino & Resort Inc,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$9.6 million
PEJ,QSR,QSR,,Restaurant Brands International Inc,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$9.5 million
PEJ,FOXA,FOXA,,Fox Corp Class A,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$9.5 million
PEJ,BATRK,BATRK,,Atlanta Braves Holdings Inc Class C,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$9.4 million
PEJ,RSI,RSI,,Rush Street Interactive Inc Ordinary Shares - Class A,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$9.2 million
PEJ,TKO,TKO,,TKO Group Holdings Inc,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$8.9 million
PEJ,TRIP,TRIP,,Tripadvisor Inc,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$8.9 million
PEJ,CHH,CHH,,Choice Hotels International Inc,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$8.7 million
PEJ,VSNT,VSNT,,Versant Media Group Inc Class A,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$8.4 million
PEJ,ARCO,ARCO,,Arcos Dorados Holdings Inc Class A,https://www.quiverquant.com/etf/Invesco%20Leisure%20and%20Entertainment%20ETF,QUIVER_CURRENT_FULL_LIST,VALIDATED_CURRENT_FULL_LIST_SECONDARY,0.75,31,$8.3 million
