sample,date,model,n,ic,spread,mse
strict_common,2026-08-18,base+oi,265,0.23807825739305388,0.043911793581530204,0.003422227074638018
strict_common,2026-08-18,base+strikes,265,0.26342163298469157,0.038509010484120684,0.0036446723611290215
strict_common,2026-08-18,base+depth,265,0.23905325062226757,0.043911793581530204,0.0034239331683305584
strict_common,2026-08-18,base+flip,265,0.26619572086304955,0.031210357835561545,0.00375360881062735
strict_common,2026-08-18,base+depth+flip,265,0.24207431099188795,0.042926130393467994,0.003426359647962149
strict_common,2026-08-18,base+depth+gex,265,0.2443189878641716,0.04068400574141826,0.003420514104544276
strict_common,2026-08-18,base+depth+wall_rr,265,0.24263983285830357,0.04464796171300398,0.0034273132348977458
strict_common,2026-08-18,base+depth+flip+gex,265,0.245482918273385,0.04106954435215277,0.0034218418173816443
strict_common,2026-08-18,base+depth+flip+wall_rr,265,0.24261146003946402,0.04338988273455411,0.0034297172416672033
strict_common,2026-08-18,base+depth+flip+wall_dist,265,0.26278840325513614,0.03827646164845379,0.0033905418953466054
strict_common,2026-08-18,base+all_rr,265,0.2505261868221153,0.04378672184458671,0.0034247718469965003
strict_common,2026-08-18,base+all_dist,265,0.26463779517404146,0.043761817427699766,0.0033855956080998837
strict_common,2026-08-19,base,575,0.08318581780538303,0.0023643234088445795,0.0019384490788838572
strict_common,2026-08-19,base+oi,575,0.10110791294248347,0.008666335620880754,0.0017240496553426958
strict_common,2026-08-19,base+strikes,575,0.0726569837903348,0.0050839801104615645,0.001909523070503067
strict_common,2026-08-19,base+depth,575,0.09459501085694087,0.01028955388576812,0.0017506271166422137
strict_common,2026-08-19,base+flip,575,0.06881501540170683,0.004123142819707313,0.0019385186080290745
strict_common,2026-08-19,base+depth+flip,575,0.09422650608493664,0.009388576726707369,0.0017510491562115324
strict_common,2026-08-19,base+depth+gex,575,0.10179764429631875,0.010780392975570378,0.0017484066451418595
strict_common,2026-08-19,base+depth+wall_rr,575,0.09654136999444529,0.010001397764797037,0.0017528962174054518
strict_common,2026-08-19,base+depth+flip+gex,575,0.09469348078573955,0.010459094959853166,0.0017530673402300326
strict_common,2026-08-19,base+depth+flip+wall_rr,575,0.09543591880018179,0.009960744636917533,0.0017533045401402563
