date,current_15_55_20_10,cont_30_40_15_15,cont_35_30_20_15,cont_30_35_20_15,cont_30_30_20_20,cont_25_40_20_15,vote_t70_dd8_dir1_r630,vote_t70_dd10_dir1_r631,vote_t70_dd10_dir1_r630,QQQ
2024-11-06,81.66701261370469,79.61167667871298,79.24115695004414,80.01476118853525,80.6833224788391,80.78836542702633,91.70384544185069,92.34201117709293,91.70384544185069,501.035888671875
2024-11-07,83.94262373318776,83.3059334720289,83.34956354002594,83.65403655779457,84.27886843570732,83.95850957556321,97.23461514728356,97.44733705903097,97.23461514728356,508.92431640625
2024-11-08,85.6137870356417,85.96083725161907,86.32687471536218,86.29233878525812,86.86728274456236,86.25780285515407,99.07820504909452,99.14911235301031,99.07820504909452,509.51910400390625
2024-11-11,85.48632968528125,85.91053581787978,86.2808437603396,86.23077959508605,86.82503700913023,86.18071542983252,99.69273501636484,99.71637078433676,99.69273501636484,509.2216491699219
2024-11-12,83.33075467623854,82.96422321875454,83.1600567865554,83.37233898960781,84.05076991213431,83.58462119266022,99.89757833878826,99.90545692811224,99.89757833878826,508.3000183105469
2024-11-13,81.96033573383036,80.75728736921448,80.83413228463182,81.30029144771439,82.03872465084612,81.76645061079697,88.85474833515164,89.71207538629383,88.85474833515164,507.64599609375
2024-11-14,79.24136612003099,76.61067828132066,76.29448629465281,77.23153654317753,78.0328577118982,78.16858679170224,74.062693889495,76.05787128261076,74.062693889495,504.1180114746094
2024-11-15,73.73348657674056,68.77988653523252,67.79667635561373,69.49755056864609,70.36423719964874,71.19842478167845,63.576453518720555,66.37826478651128,63.576453518720555,492.1069030761719
2024-11-18,72.78962073501667,67.58288989155545,66.5724862177656,68.36060029326572,69.29592207801514,70.14871436876584,60.08104006179574,63.15172928781145,60.08104006179574,495.52587890625
2024-11-19,73.53922713222154,68.41651298827848,67.41991939555618,69.17343497403377,70.06818955127875,70.92695055251136,64.47145779837635,67.20442258311664,64.47145779837635,498.9350280761719
2024-11-20,73.86922397507149,68.50588834208423,67.35470899636198,69.21791789289155,70.15623850030032,71.08112678942112,71.49048593279213,73.6835254764235,71.49048593279213,498.64764404296875
2024-11-21,77.99260327788578,76.22334325207522,76.22001803806904,76.89650293399416,77.82985727787789,77.57298782991928,84.94127308870847,86.09963669726937,84.94127308870847,500.44134521484375
2024-11-22,81.8489654023929,82.32318512442912,83.02662217430584,82.94361545611254,83.78924535525222,82.86060873791922,94.98042436290282,95.36654556575645,94.98042436290282,501.24407958984375
2024-11-25,85.07793796241381,86.38862063070196,87.22469897392688,86.8589829298153,87.54287976488204,86.49326688570372,98.3268081209676,98.45551518858548,98.3268081209676,502.03680419921875
2024-11-26,85.58675373157902,87.30681293750672,88.27442266583196,87.77866771061183,88.48331682398425,87.28291275539169,99.44226937365586,99.48517172952849,99.44226937365586,504.732421875
2024-11-27,85.66006269167113,87.37280969970762,88.41832607379584,87.91031347929484,88.63652648341564,87.40230088479387,99.8140897912186,99.82839057650949,99.8140897912186,500.7583923339844
2024-11-29,86.6180006952035,88.4368961625288,89.48565414581074,88.93736038535417,89.61183879413518,88.38906662489762,99.9380299304062,99.94279685883649,99.9380299304062,505.15850830078125
2024-12-02,86.91168204991632,88.24773643128064,89.08964846386733,88.7006689500002,89.32271730848277,88.31168943613311,99.97934331013539,99.98093228627883,99.97934331013539,510.65869140625
2024-12-03,84.28836371360848,83.9095148373629,84.15885307942604,84.3624283705388,85.0472189008074,84.56600366165155,94.43755888115624,94.86543896722114,94.43755888115624,512.2244873046875
2024-12-04,83.02208925133752,81.97185848114117,81.97821758090856,82.4125602985971,83.10605949892232,82.84690301628564,92.59029740482984,93.16027452753525,92.59029740482984,518.5570678710938
2024-12-05,79.93421493563103,76.3856531637474,75.58078633168333,76.8502305372428,77.57457875553303,78.11967474280227,80.86343246827661,82.33547612456303,80.86343246827661,517.1200561523438
2024-12-06,76.91725514689385,72.50270930374072,71.55596918126818,73.11484957302034,73.98908517440326,74.67372996477248,65.84336637831443,68.4707997338287,65.84336637831443,521.7479858398438
2024-12-09,76.23512882000838,71.65687953222333,70.69031744875045,72.30402393174752,73.21403849247785,73.91773041474458,66.39223323721592,68.97744606512238,66.39223323721592,517.6849365234375
2024-12-10,71.27060496758517,66.00555625245138,64.95744296536782,66.81685186037357,67.94132543817926,68.67626075537933,61.01963330129419,64.01812304734848,61.01963330129419,515.9208984375
2024-12-11,68.67519965239148,63.76987938197539,63.0034768609161,64.74418330515483,66.03528629063439,66.48488974939357,59.22876665598695,62.365015374757185,59.22876665598695,525.1572265625
2024-12-12,67.04664223903677,61.10887635665424,59.93156541529105,62.00881268121574,63.202724921168794,64.08605994714043,58.6318111075512,61.81397948389342,58.6318111075512,521.7679443359375
2024-12-13,65.41700188242268,59.07109166811824,57.77579273480188,59.960885257786884,61.060046202106086,62.14597778077189,58.43282592473929,61.6303008536055,58.43282592473929,525.76171875
2024-12-16,65.21412406345365,59.22525022179303,58.03645529115896,60.08851475168258,61.11908382148239,62.140574212206204,58.36649753046865,61.56907464350952,58.36649753046865,533.3330078125
2024-12-17,64.58448862148872,58.27937131113758,56.96151542516864,59.10012278743072,60.031579040158995,61.23873014969281,58.34438806571177,56.420460778605744,58.34438806571177,530.9842529296875
2024-12-18,54.172644606842354,47.254332901884894,46.4240332967976,48.65243272058193,49.81741910567452,50.880832144366266,52.781462688570585,49.57605102876602,52.781462688570585,511.8280029296875
2024-12-19,49.58142487868472,42.64414062836551,41.95582106303338,44.166971039311655,45.385967128773444,46.37812101558994,39.816043118412416,37.03817085574252,39.816043118412416,509.5487365722656
2024-12-20,50.286566566567515,43.0099957344422,42.18059796687357,44.510661426979794,45.724946667710775,46.840724887086026,41.04979215058192,43.11528772114494,46.605347706137465,513.998291015625
2024-12-23,50.66795898838666,44.36428088182073,43.932048966031864,45.9458159106464,47.26497366674975,47.95958285526093,35.9054862724162,40.012788214740624,43.3128936798236,519.006103515625
2024-12-24,53.39406553603297,48.61181597248324,48.59898165262993,50.123421924852735,51.42609913034091,51.64786219707554,34.19071764636095,38.97862171260585,42.21540900438565,526.0437622070312
2024-12-26,57.08059682340934,56.210397925938736,57.4992595499607,57.74835748581948,59.163411955805955,57.997455421678254,39.17468365989809,43.76210467343272,47.405136334795216,525.6864013671875
2024-12-27,54.52686510804554,53.684336437797775,55.14252039103517,55.36454012947519,56.868274366224895,55.58655986791521,40.83600566441048,45.35659899370834,49.135045444931734,518.6983642578125
2024-12-30,49.25457644463674,45.49079930936997,46.15369844978693,47.31980660053517,48.88336120867834,48.48591475128342,35.834224110359045,35.631686844056624,38.60057070386613,511.79974365234375
2024-12-31,46.33981904473481,41.74117900346271,42.27799835778801,43.712337999507675,45.38787587943958,45.146677641227356,34.1669635923419,32.390049460839386,35.08907912351093,507.45208740234375
2025-01-02,44.11365337091479,40.55047111091659,41.641139290753415,42.742583032157164,44.675843917610806,43.84402677356092,28.055654530780632,31.309503666433642,33.9185819300592,506.45947265625
2025-01-03,46.71488254194924,45.15035534288983,46.83731207623611,47.31738086545823,49.36008555663362,47.79744965468036,31.574107065815763,36.07752686317019,39.08397175446418,514.747802734375
2025-01-06,48.74396832825086,49.959555594957536,52.55534813121325,52.13669541561165,54.273464356167636,51.718042700010045,27.191369021938584,32.53866280054391,35.25021280704361,520.6637573242188
2025-01-07,46.54006493898579,47.53462756725157,49.957986583264976,49.6469570024191,51.82076032331478,49.33592742157323,25.730456340646192,31.359041446335148,33.97229315790342,511.3729553222656
2025-01-08,46.68972838485575,48.420210374315644,51.059141494131566,50.528528940246915,52.77549183398412,49.99791638636226,30.79904100243762,36.094039456470696,39.10187549707892,511.4622802734375
2025-01-10,40.180993469900166,39.88454125503937,42.19140157219462,42.25953633257201,44.54248347637605,42.327671092949416,21.37745811192365,22.287756741900488,24.14506961013742,503.44195556640625
2025-01-13,40.30250982701902,39.1704888279653,41.233199281607405,41.56733062148629,43.83454543559021,41.90146196136517,18.236930481752328,22.813867631915546,24.71502320337914,501.8240051269531
2025-01-14,41.47144616931733,42.453211121505426,45.30249563860049,44.95300013685417,47.38606759915204,44.60350463510785,17.190087938361884,22.989237928587233,24.905007734459712,501.3475341796875
2025-01-15,49.26312013648831,54.287784227915665,58.18337906694737,56.56734352932821,59.02346030931069,54.95130799170907,50.17447375723173,48.6887203351701,52.74611368926434,512.8817138671875
2025-01-16,52.42479322482222,58.33501744092065,62.3785266072421,60.527193773714735,63.07559582202514,58.67586094018736,61.169269030188346,57.25521447069772,62.02648234086588,509.2884216308594
2025-01-17,57.62977159956037,64.94062939518246,69.27436645735695,66.95418312227542,69.31804463974596,64.63399978719391,64.83420078784056,60.1107125158736,65.1199385580664,517.8844604492188
2025-01-21,64.60442675211759,71.43595823453445,75.13398843371046,73.00870004928935,75.03710819319778,70.88341166486822,71.61140026261353,66.19075032580402,71.70664618602214,520.921875
2025-01-22,68.55570957857589,74.61463336627949,77.61689483558956,75.77844292742674,77.48582055178916,73.93999101926393,73.87046675420451,68.21742959578083,73.90221539534072,527.582275390625
2025-01-23,70.61037082846016,76.05369035327324,78.6172387891712,77.00543158746036,78.56507074132807,75.39362438574953,74.62348891806818,68.89298935243976,74.63407179844691,528.7039794921875
2025-01-24,71.3575108321964,76.60823687774817,79.05486862349642,77.50317755850415,78.99377108983509,75.95148649351188,80.43005186157828,74.24638106619787,80.4335794883712,525.7161254882812
2025-01-27,68.1684433046825,72.17429826448469,74.41798471620999,73.24188791901278,74.78704214175146,72.06579112181558,76.81001728719276,70.90263984257876,76.8111931627904,510.41015625
2025-01-28,65.41935310926976,68.00858925124011,69.77211324244371,69.08347603843971,70.68168735559763,68.3948388344357,70.04778354017536,64.65985430650062,70.0481754987079,517.953857421875
2025-01-29,62.83877602154902,64.25046672305153,65.71591748106215,65.41372864875106,67.08211477901979,65.11153981643994,62.23815006894734,57.45072066626944,62.238280721791526,516.9811401367188
2025-01-30,67.71364497696953,69.72257341286866,71.17829886194738,70.68334927362372,72.16820480530689,70.18839968530004,70.74605002298244,65.30408637593597,70.74609357393051,519.1847534179688
2025-01-31,66.21873386036248,66.50826405247645,67.29998735031751,67.38264725185272,68.79454034794855,67.46530715338793,62.47090556321637,57.665464689414556,62.47092008019906,518.4303588867188
2025-02-03,61.909713312219516,60.34539459099372,60.67418731765903,61.37044151603834,62.91993231499505,62.066695714417634,54.156968521072116,49.99105233236895,54.156973360066345,514.2813110351562
2025-02-04,65.15353913092845,64.48778474906534,65.06458210015356,65.43750577795227,66.84024345837221,65.81042945575098,56.94121172924626,57.689325136430675,56.94121334224434,520.59423828125
2025-02-05,71.51223828872709,72.98391763246636,74.0033439099896,73.68159400236469,74.88569999312762,73.3598440947398,74.53595946530432,75.64003145573331,74.53596000297034,522.9566040039062
2025-02-06,71.01302648948023,72.46096384108294,73.35760481125624,73.07656135158778,74.29696583468997,72.79551789191933,74.8453198217681,76.49539510062905,74.84532000099011,525.6864013671875
2025-02-07,68.05953848549433,68.32824202648862,68.83490854516592,68.96025096096666,70.23699068384126,69.08559337676742,63.83732882947825,61.39590093097892,63.837328889218924,519.0556640625
2025-02-10,70.28554255296423,71.72708738340751,72.6020508582079,72.33859877907526,73.6012987677884,72.07514669994262,76.83466516538164,71.7473515923776,76.8346651852952,525.3388671875
2025-02-11,69.04995819884026,69.8181311765168,70.51013639763431,70.46796999190772,71.75948256779543,70.42580358618115,70.05599949957166,64.94142488976689,70.0559995062095,524.0882568359375
