date,qqq,breadth_core,baseline,combo1p0_raw,combo1p0_ema3,combo1p25_raw,combo1p25_ema3,combo1p25_ema5
2026-03-09,606.3283081054688,40.79387626262626,59.98178751848674,43.65294006451158,43.777197797111654,43.56079980874986,43.588292494014304,43.63079685630417
2026-03-10,606.3383178710938,32.334280303030305,58.10010193827998,41.657152786954924,41.69857203115495,41.626439368367684,41.63560359678917,41.649771717552454
2026-03-11,606.2584228515625,31.98705808080808,56.98218162769218,40.5011985772505,40.515004991983844,40.49096077105475,40.49401551386191,40.49873822078301
2026-03-12,595.85302734375,19.7332702020202,51.7457467668724,35.25208575005851,35.25668788830296,35.24867314799326,35.24969139559565,35.251265631236016
2026-03-13,592.3213500976562,20.901199494949495,49.00584854209673,32.5079615364921,32.50949558257358,32.506824002470346,32.507163418337804,32.507688163551265
2026-03-16,598.9656982421875,22.68308080808081,49.22202942043751,32.722733751902624,32.72324510059645,32.72235457389537,32.72246771251786,32.72264262758901
2026-03-17,601.8887939453125,24.44286616161616,50.251510670648614,33.75174544780365,33.75191589736826,33.75161905513457,33.75165676800873,33.75171507303244
2026-03-18,593.4986572265625,18.645833333333332,47.04007671232634,30.540154971378023,30.54021178789956,30.540112840488334,30.540125411446382,30.54014484645429
2026-03-19,591.623046875,16.631944444444443,45.7214906057773,29.221516692127864,29.221535630968376,29.221502648497967,29.221506838817312,29.22151331715328
2026-03-20,580.6888427734375,11.592487373737374,40.31231299756118,25.122506878196557,25.122513191143394,25.12250219698659,25.122503593759706,25.12250575320503
2026-03-23,587.3545532226562,12.356376262626263,40.588177513929594,25.122131029696945,25.122133134012557,25.122129469293622,25.12212993488466,25.122130654699767
2026-03-24,583.3389282226562,10.89804292929293,40.191452859791035,25.203696624306083,25.20369732574462,25.20369610417164,25.203696259368655,25.20369649930702
2026-03-25,587.1747436523438,11.83080808080808,43.61112388889079,28.875853291877284,28.87585352569013,28.875853118499137,28.875853170231473,28.87585325021093
2026-03-26,573.1600952148438,9.33080808080808,39.56158368144675,26.53501200096077,26.535012078898383,26.535011943168055,26.535011960412167,26.535011987071986
2026-03-27,561.9624633789062,7.5315656565656575,35.88734239231536,24.496077758079288,24.496077784058492,24.49607773881505,24.496077744563088,24.496077753449693
2026-03-30,557.6671752929688,7.73989898989899,32.75497835056808,22.309279028044944,22.30927903670468,22.30927902162353,22.309279023539546,22.30927902650175
2026-03-31,576.54638671875,12.727272727272728,38.130078432742714,27.437993473383152,27.43799347626973,27.43799347124268,27.437993471881352,27.437993472868754
2026-04-01,583.6685791015625,22.269570707070706,43.50384901592162,36.399600788727696,32.6717613681575,35.51454581116235,30.854746534459757,30.814820695963633
2026-04-02,584.3378295898438,21.846590909090907,46.33141752431753,40.48966580043807,37.34985748651885,39.32623022921259,35.401469836483614,33.72025993618339
2026-04-06,587.85400390625,29.535984848484848,49.01725215429004,45.006054820404295,42.3059933511222,44.10225627351432,40.72717943680171,37.93363197982532
2026-04-07,587.9439086914062,33.69002525252525,50.14725855085251,48.81019277289059,46.05146955451242,48.50892659059393,45.06052256758455,41.866117840417594
2026-04-08,605.4246826171875,56.84501262626262,59.77389923562856,59.32821064297458,57.47928487253979,59.22778858220903,56.91663136915331,53.95578523063025
2026-04-09,609.5202026367188,60.3677398989899,64.00159792209482,63.85303505787682,62.772050785577534,63.81956103762164,62.468330697243445,60.02373740830427
2026-04-10,610.3992309570312,58.09974747474747,64.41247243876678,63.94715287291635,63.56238624662829,63.832045213386834,63.3510869305254,61.554276727012905
2026-04-13,616.7122802734375,65.18781565656565,66.8801749337766,66.72506841182646,66.37669429641406,66.68669919198328,66.25123154771734,64.90594822508729
2026-04-14,627.909912109375,64.07196969696969,68.8085852472858,68.55231131404317,68.42841320187715,68.48837863428062,68.33350599407295,67.38427490818377
2026-04-15,636.7003173828125,66.01641414141415,69.2231058568394,69.13768121242518,68.99020925855926,69.116370319171,68.93203037683855,68.23751256411275
2026-04-16,639.7669067382812,64.19349747474747,68.67293764251549,68.3102613721552,68.37511845707238,68.21960739384824,68.30067874999472,67.8646071797745
2026-04-17,648.1376953125,69.20928030303031,71.4789421771348,71.3580500870147,71.26957562231223,71.32783209424572,71.21723901336762,70.88963244611084
2026-04-20,646.0799560546875,68.79892676767676,72.22938644961731,72.11385760476247,72.06693511076494,72.08497707013578,72.02632395263888,71.78835925969629
2026-04-21,643.6226806640625,70.07260101010101,72.41135272226302,72.37284310731141,72.31087103235647,72.36321626243584,72.28575116874218,72.10128325034731
2026-04-22,654.390869140625,75.5871212121212,74.03383474580485,74.02099820748765,73.97717522735812,74.0177892591958,73.96301053403388,73.82177131609382
2026-04-23,650.7048950195312,78.98832070707073,75.38455265937604,75.3802738132703,75.35408334232153,75.37920416383969,75.3464660751537,75.24139355675739
2026-04-24,663.1512451171875,81.37784090909092,75.58075155985935,75.57932527782411,75.56480371538838,75.5789687280139,75.56081677496924,75.48471766384316
2026-04-27,663.5008544921875,83.45486111111111,75.83916466136726,75.83868923402218,75.83095301048387,75.83857038408544,75.82890010466255,75.7749438992663
2026-04-28,656.8281860351562,85.98800505050505,77.28712896119649,77.2869704854148,77.28294389287217,77.28693086876922,77.28189762809092,77.24424906487693
2026-04-29,660.84375,79.15088383838383,74.4548234600834,73.20129841260061,73.82596840051592,72.88791715149654,73.66875463639067,73.90393475163812
2026-04-30,667.0069580078125,83.85890151515153,78.42976438568436,77.62158705504196,77.71124819002478,77.4195427226369,77.53161914136544,77.72576468969282
2026-05-01,673.4099731445312,85.36931818181819,80.61568745516078,80.23286908568738,80.0650201724094,80.13716449340423,79.92735335180676,79.98684666968794
2026-05-04,672.141357421875,81.67297979797979,77.79755951642423,76.87886543030346,77.06287883192653,76.64919190880167,76.8792086608305,76.99554312327048
2026-05-05,680.8617553710938,85.30618686868686,80.42161916540739,79.99038780336714,79.83866314211787,79.88257996286654,79.69292413630495,79.70726183569207
2026-05-06,695.0062255859375,84.49810606060606,82.18271143897418,81.76581950347929,81.68278745957512,81.66159651960871,81.55780646472851,81.53276824600907
2026-05-07,694.1771240234375,79.12878787878788,80.19991896450655,78.8034318378601,79.25171341148152,78.45431005619955,79.0146620232263,79.18475386641646
2026-05-08,710.44921875,78.59690656565655,79.21794436864023,76.8875759745729,77.57865739509329,76.30498387605641,77.1688356517069,77.57018080571521
2026-05-11,712.5069580078125,81.22790404040404,79.21174744947942,77.15399733664215,77.36322890628705,76.63955980843295,76.90109927048907,77.25584252717937
2026-05-12,706.463623046875,79.48074494949495,79.07251851009585,76.00060643544639,76.61230320117485,75.23262841678405,75.99724937394464,76.48861853079147
2026-05-13,713.9254760742188,81.70138888888889,77.71638664141243,75.90653632023297,75.58135382636218,75.45407373993812,75.04759562259962,75.23968235471793
2026-05-14,718.9998168945312,79.49179292929293,78.97776861111055,76.38287637442109,76.61280608524068,75.73415331524873,76.02156545377322,76.24542732136022
2026-05-15,708.1517944335938,64.83743686868686,72.37075753529106,63.86401104898715,66.93490302920416,61.73732442741118,65.57593940268245,67.00471897283087
2026-05-18,705.1051025390625,65.32828282828282,70.54989931818305,60.93017363756323,63.0221092248297,58.52524221740828,61.140161701491365,62.96432124295133
2026-05-19,700.7599487304688,58.222853535353536,65.98957014837032,52.72743936594149,55.59460971047923,50.98135111477873,52.995869601006454,55.40663027220383
2026-05-20,712.3671875,74.15719696969697,72.60708735585408,64.12156228022965,63.166844599096336,62.5233291594717,60.80678390990688,62.01615865689959
2026-05-21,713.7256469726562,78.45012626262626,76.26633551592442,71.93146141664221,69.37877708790444,71.02212560787105,67.65688748089944,67.3995188419205
2026-05-22,716.7523193359375,81.48674242424244,80.3780882696179,78.10789875504236,75.79921429832014,77.59847894841494,74.6544958054957,73.52096485587549
2026-05-26,729.4783935546875,86.04640151515152,83.20107151074806,82.4443416725562,80.53326960600324,82.27453507034707,79.86631912981704,78.31435180233984
2026-05-27,728.6492919921875,84.2471590909091,83.71845481334701,83.1363504228386,82.0935016657204,82.99728294432445,81.68726337881375,80.21809817836302
2026-05-28,734.79248046875,84.25347222222223,83.47159773239514,82.94885923185531,82.3977519083119,82.82032747975799,82.12929045229112,80.92021893384755
2026-05-29,737.49951171875,84.00568181818181,83.9136807256132,83.36530261432213,83.10256875792605,83.22892571084526,82.89979076600427,81.98427064687687
2026-06-01,741.9246826171875,72.22853535353536,80.2784659657768,77.56239779905016,78.5148758985699,76.88361996548379,78.07397838176819,77.86049751048314
2026-06-02,745.3408813476562,73.25757575757575,79.17358798185828,75.92361387072717,76.66680589268927,75.11120007898282,76.04011037039703,76.20745313202454
2026-06-03,743.39306640625,72.22064393939394,76.91695356971034,73.29890664377776,73.85453906215955,72.39442149097407,73.08893543527185,73.43201078401594
2026-06-04,739.7969970703125,81.79608585858584,80.72669496094721,78.74145478193265,78.20286761766454,78.24515359673882,77.57191078184387,77.57621636256154
2026-06-05,704.2860107421875,61.76452020202021,74.60876926825392,66.43631652339721,69.26062922418423,64.39320629036963,67.9235942131668,69.10326155897317
2026-06-08,715.283935546875,67.78882575757575,73.45843208939846,64.87577423000175,66.49303313766525,62.73011074954812,64.75168339973195,66.21198617512933
2026-06-09,707.052978515625,66.95391414141415,73.9189382857505,64.05747362891456,65.50550648146594,61.592107792837425,63.4021485303948,64.97903073588945
2026-06-10,692.9285278320312,54.761679292929294,70.14126403460601,55.85410914899404,58.72036883780589,55.03232053696833,55.86514503860586,58.16950958915045
2026-06-11,716.332763671875,71.73295454545455,75.44639372036211,65.76444857330627,64.87143959781685,64.26062898966806,62.22770106718053,63.41146865327073
2026-06-12,720.5481567382812,72.55366161616162,79.71996794045741,71.91944687292028,70.52438569521044,70.27487217374457,68.2254901338987,68.43993024241789
2026-06-15,743.1832885742188,80.24936868686868,83.99184116533766,80.32887812430675,77.55995363879681,79.5149892199519,75.95198175716159,74.94340236338017
2026-06-16,729.0587768554688,80.44507575757575,85.56912382278932,83.32122642022347,81.22835973043533,82.79320268821628,80.14316870734683,78.59948101391468
2026-06-17,721.7168579101562,69.1998106060606,81.82933098007506,77.43767073477532,77.46282826864797,76.35107254632848,76.3712025907912,75.35280188645022
2026-06-18,739.8070068359375,70.6534090909091,81.00830110860485,74.67954167498644,75.66057318854871,73.1011241075412,74.32364120853467,74.05355124256945
2026-06-22,737.9500122070312,69.92424242424242,80.53396417304462,75.46864852850516,75.32741010823568,74.20357704769008,74.02577159203345,73.78688917503698
2026-06-23,713.6500244140625,66.84974747474747,77.13249044317857,71.75250096907283,71.83920791288418,70.40792274398632,70.51588728031058,70.3927691962652
2026-06-24,710.6199951171875,69.72380050505049,77.66188233627838,73.20477936342834,72.78668599776049,72.0906433346958,71.56788691313102,71.31160561052722
2026-06-25,716.3800048828125,68.96622474747474,78.1129675127662,73.82460448477914,73.53118663386516,72.7525602992757,72.38574141413989,72.09263077089702
2026-06-26,706.52001953125,67.36900252525253,78.28247906991197,73.00290898650888,73.35180319021038,71.68303198948921,72.11913422028498,72.06910004178997
2026-06-29,724.0800170898438,69.04829545454545,79.65337686168783,74.91377479684978,74.81823775656818,73.72887945525062,73.60945298028824,73.53628987188243
2026-06-30,736.4000244140625,68.19286616161617,79.88214413908113,73.59799437672771,74.32249966106131,72.02695866100949,72.93258854155636,73.18569037466088
2026-07-01,725.1699829101562,70.83017676767676,80.01674559111848,74.14888085551918,74.30299096954784,72.68191524657608,72.87455231415518,73.10749942937103
2026-07-02,712.5999755859375,70.56818181818181,79.47410038222468,75.45969639628417,74.61002107354874,74.45609559145129,73.39400124637976,73.19526794281754
2026-07-06,722.8200073242188,73.65214646464645,81.21350484121294,78.6299998088624,77.48971266905957,77.98412361465884,76.55876462602123,75.95115611676201
2026-07-07,709.4299926757812,69.375,79.53681602796752,76.54543935051733,76.17923160261904,75.79759520244949,75.33983549628192,74.78217659560707
2026-07-08,711.4400024414062,67.59469696969697,76.19894334503846,72.84591500811062,72.84363696371807,72.0076579309769,72.00481036838798,71.63208858292637
2026-07-09,723.280029296875,74.45075757575758,77.86600712760848,75.64937268196589,75.08003671406624,75.09521407292131,74.38354411068069,73.8978396004654
2026-07-10,725.510009765625,76.17897727272728,79.08730463854803,77.56630843444495,76.93382132970511,77.18605938420787,76.39545050249438,75.80811120205946
2026-07-13,711.739990234375,70.51609848484848,76.69822369786523,74.3709124631642,74.45782642608651,73.78908465475185,73.89772710814182,73.54238172574182
2026-07-14,719.6900024414062,69.31344696969697,76.87438837911483,74.05781935643671,74.34590523188415,73.35367710085481,73.7137844450765,73.5969233049148
2026-07-15,717.739990234375,65.76704545454545,77.44012254291863,73.3655601835074,74.13859978959692,72.3469195936838,73.3132191012665,73.5574115103633
2026-07-16,705.9400024414062,68.33333333333333,76.0566891010971,72.80237896277484,72.77877265527488,71.98880142820403,71.95929354381933,72.11225252175907
2026-07-17,695.3300170898438,57.34059343434344,70.65044220463733,63.68691058445585,65.5297181716354,61.94602767941373,64.24953716338493,65.11934631000297
2026-07-20,696.0599975585938,54.48232323232323,67.61989619621005,57.80653148948291,60.1528518263455,55.353190312802205,58.28609073387935,59.84359697198414
2026-07-21,708.969970703125,55.623421717171716,67.58660041524573,58.02583764263296,59.07269684400704,55.63564694948013,56.944220951197366,58.41874977717312
2026-07-22,705.3499755859375,53.60953282828282,67.4826241612659,57.5940249963209,58.28137279317405,55.12187520508476,55.981059951151096,57.25047408382373
2026-07-23,691.9600219726562,48.92834595959596,65.19454345738757,52.223285865368865,54.10828897733229,50.074293805327194,51.33672535731847,52.968419409085
2026-07-24,684.22998046875,55.62184343434345,67.48288642602331,55.621518154609674,56.00907505028886,53.02078353274393,53.140622206355246,54.389900280732576
2026-07-27,682.1199951171875,57.72253787878789,69.53759555638206,59.85463946591084,58.95921182327922,57.55543625862225,56.314615890003516,56.77437308849189
2026-07-28,675.489990234375,61.10637626262627,70.89953662139037,63.40394477641847,61.862548832353,61.57055875361857,59.60330188509366,59.26755837405864
2026-07-29,661.72998046875,47.57260101010101,66.21049109284887,55.131810014895265,56.15265665935338,52.375643724887894,53.63819805097951,53.83972181214705
2026-07-30,683.5499877929688,51.652462121212125,67.87815924146597,56.630578048814755,57.22545142839262,53.823184077145626,54.56227447512428,54.944487557393415
2026-07-31,687.989990234375,55.72758838383838,68.01968673329166,60.22535411351904,58.79616651686868,58.27827140074044,56.49028646276294,56.14960035233803
2026-08-03,700.0700073242188,67.10858585858585,72.01127022165446,67.75025425580432,65.26900213051789,66.68550041172998,63.58343510773376,62.32245598191448
2026-08-04,723.8499755859375,81.20738636363636,78.77648401327878,77.35614535799539,74.6951806400688,77.00122740997061,73.6748547967663,71.72546674708404
2026-08-05,717.2999877929688,78.60006313131314,81.00167312227138,80.05021764458432,78.48529369682286,79.81240934709459,77.85619884046073,75.90455516243863
2026-08-06,714.6500244140625,80.06944444444444,81.4589869337988,80.93321242271792,79.93790996553409,80.80178731892504,79.55764072346793,77.84183558095992
2026-08-07,723.030029296875,81.67140151515152,82.88296197456593,82.70770380420564,82.03479440525344,82.66389543627469,81.8227525129253,80.3985035016899
2026-08-10,720.8699951171875,79.2013888888889,82.31889978276777,81.80764474449953,81.6391884789774,81.67983304315217,81.4692606530298,80.44957120157198
2026-08-11,718.4500122070312,82.0028409090909,81.55406928785861,81.38365094176919,81.12900446291873,81.34104704132008,81.02273825668374,80.23684258952417
2026-08-12,723.7000122070312,81.31470959595958,81.8966426245724,81.71367910180184,81.59262845071719,81.66793844980029,81.51662490725337,80.94225669119504
2026-08-13,732.0700073242188,85.62973484848486,84.29248356846014,84.23149572753664,84.1099825610708,84.2162488435361,84.06435730922345,83.63081467915713
2026-08-14,731.0700073242188,84.88320707070709,83.93461573494127,83.77742302870752,83.76476887812971,83.73812487755919,83.72230716392681,83.42800618114185
2026-08-17,729.8699951171875,79.24873737373738,81.49339884767403,80.2711517418924,80.79735186637744,79.96558997391705,80.62334012105329,80.64638951773208
2026-08-18,717.510009765625,77.10227272727273,77.47997936839415,74.75659144424473,75.77026191567114,74.07574446603071,75.34283255249039,75.7805615133706
2026-08-19,716.0800170898438,77.62784090909092,77.44442073222567,74.89137012787957,75.31303670369113,74.25310747773415,74.78019069655747,75.24770441039908
2026-08-20,710.9299926757812,66.96338383838383,73.00518851378953,66.32922951604453,68.60151700064976,64.66023976692199,67.5005991223648,68.7590613835114
2026-08-21,713.4400024414062,74.27083333333334,73.73912348497862,68.0745677079525,68.70500983989567,66.65842876380054,67.44648142862492,68.5481404910323
2026-08-24,706.3200073242188,67.23958333333334,73.17757632974876,65.72486560777708,66.93416414622143,63.861687927319025,65.3733111003396,66.61162486629635
