sector_etf,provider_symbol,symbol,weight_pct,name,exchange,location,source_url
XBI,,CELC,0.927508,CELCUITY INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,BEAM,0.917116,BEAM THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,IBRX,0.916807,IMMUNITYBIO INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,NBIX,0.879979,NEUROCRINE BIOSCIENCES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,PTCT,0.871199,PTC THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,SRPT,0.865685,SAREPTA THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,UTHR,0.862202,UNITED THERAPEUTICS CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,BCRX,0.857721,BIOCRYST PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,IDYA,0.857244,IDEAYA BIOSCIENCES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,RARE,0.853144,ULTRAGENYX PHARMACEUTICAL IN,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,VRDN,0.838456,VIRIDIAN THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,VERA,0.833517,VERA THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,DNLI,0.762054,DENALI THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ALNY,0.759433,ALNYLAM PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,IMNM,0.758893,IMMUNOME INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,IONS,0.75648,IONIS PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,CLDX,0.740862,CELLDEX THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,PURR,0.717485,HYPERLIQUID STRATEGIES,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,RCUS,0.69912,ARCUS BIOSCIENCES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,IRON,0.695625,DISC MEDICINE INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,RXRX,0.694525,RECURSION PHARMACEUTICALS A,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,NTLA,0.676276,INTELLIA THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ADMA,0.675189,ADMA BIOLOGICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,MLYS,0.668161,MINERALYS THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,NVAX,0.650979,NOVAVAX INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ARQT,0.644566,ARCUTIS BIOTHERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,SNDX,0.627936,SYNDAX PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,AGIO,0.623185,AGIOS PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,TNGX,0.60935,TANGO THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,VCYT,0.596411,VERACYTE INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,NRIX,0.586669,NURIX THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,PVLA,0.577165,PALVELLA THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,BHVN,0.535651,BIOHAVEN LTD,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,CDNA,0.530154,CAREDX INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,KOD,0.516773,KODIAK SCIENCES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,VIR,0.500649,VIR BIOTECHNOLOGY INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,XNCR,0.489413,XENCOR INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,CGEM,0.485584,CULLINAN THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,INBX,0.470208,INHIBRX BIOSCIENCES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,PGEN,0.454368,PRECIGEN INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,STOK,0.454336,STOKE THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,VCEL,0.440923,VERICEL CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ABSI,0.432597,ABSCI CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ANAB,0.415054,ANAPTYSBIO INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ZBIO,0.403587,ZENAS BIOPHARMA INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ORIC,0.392488,ORIC PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,REPL,0.388864,REPLIMUNE GROUP INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,CRVS,0.380877,CORVUS PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,VOR,0.365334,VOR BIOPHARMA INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,AVTX,0.363165,AVALO THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,TRAX,0.36019,FIRST TRACKS BIOTHERAPEUTICS,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,KURA,0.359995,KURA ONCOLOGY INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,JANX,0.325142,JANUX THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,TYRA,0.322534,TYRA BIOSCIENCES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,MNKD,0.316069,MANNKIND CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,JBIO,0.303143,JADE BIOSCIENCES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,GERN,0.300804,GERON CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,TSHA,0.293049,TAYSHA GENE THERAPIES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ANNX,0.284959,ANNEXON INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,RIGL,0.277866,RIGEL PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,IMMX,0.273171,IMMIX BIOPHARMA INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,GLUE,0.272661,MONTE ROSA THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,OLMA,0.262215,OLEMA PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ARDX,0.259426,ARDELYX INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,SANA,0.253451,SANA BIOTECHNOLOGY INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,CTMX,0.247617,CYTOMX THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,CADL,0.244776,CANDEL THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,AVBP,0.243898,ARRIVENT BIOPHARMA INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,BCAX,0.234596,BICARA THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ALT,0.233009,ALTIMMUNE INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,SLDB,0.228916,SOLID BIOSCIENCES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,VSTM,0.226422,VERASTEM INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ALLO,0.22473,ALLOGENE THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,IRWD,0.216298,IRONWOOD PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,FDMT,0.21004,4D MOLECULAR THERAPEUTICS IN,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,CAPR,0.199169,CAPRICOR THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,DMRA,0.186414,DAMORA THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,PRME,0.17362,PRIME MEDICINE INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ABUS,0.172784,ARBUTUS BIOPHARMA CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,RGNX,0.172197,REGENXBIO INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,OCGN,0.172133,OCUGEN INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,SVRA,0.159413,SAVARA INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,CMPX,0.151272,COMPASS THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,CABA,0.151266,CABALETTA BIO INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,SPRY,0.126982,ARS PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,PRTA,0.12574,PROTHENA CORP PLC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,MDXG,0.124222,MIMEDX GROUP INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,OVID,0.121574,OVID THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,CATX,0.118022,PERSPECTIVE THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,VNDA,0.114516,VANDA PHARMACEUTICALS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,LXEO,0.107016,LEXEO THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,ACHV,0.099173,ACHIEVE LIFE SCIENCES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,EBS,0.096315,EMERGENT BIOSOLUTIONS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,SGMT,0.093332,SAGIMET BIOSCIENCES INC A,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,MYGN,0.089852,MYRIAD GENETICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,BBOT,0.06622,BRIDGEBIO ONCOLOGY THERAPEUT,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,-,0.065744,CONTRA METSERA INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,MPLT,0.059827,MAPLIGHT THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XBI,,SION,0.036138,SIONNA THERAPEUTICS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xbi.xlsx
XES,,OII,4.840178,OCEANEERING INTL INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,TDW,4.659859,TIDEWATER INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,WHD,4.449495,CACTUS INC   A,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,FTI,4.105812,TECHNIPFMC PLC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,HP,4.067995,HELMERICH + PAYNE,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,SDRL,3.995686,SEADRILL LIMITED,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,SLB,3.978875,SLB LTD,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,WTTR,3.894717,SELECT WATER SOLUTIONS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,PTEN,3.833993,PATTERSON UTI ENERGY INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,NOV,3.711619,NOV INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,BKR,3.705922,BAKER HUGHES CO,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,WFRD,3.666026,WEATHERFORD INTERNATIONAL PL,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,NE,3.64008,NOBLE CORP PLC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,VAL,3.567257,VALARIS LTD,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,RIG,3.55272,TRANSOCEAN LTD,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,HAL,3.408617,HALLIBURTON CO,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,KGS,3.248292,KODIAK GAS SERVICES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,AROC,3.24563,ARCHROCK INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,XPRO,2.813907,EXPRO LTD,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,NBR,2.802894,NABORS INDUSTRIES LTD,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,SEI,2.734197,SOLARIS ENERGY INFRASTRUCTUR,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,HLX,2.711619,HELIX ENERGY SOLUTIONS GROUP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,LBRT,2.565878,LIBERTY ENERGY INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,PUMP,2.535119,PROPETRO HOLDING CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,AESI,2.233708,ATLAS ENERGY SOLUTIONS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,FET,2.015547,FORUM ENERGY TECHNOLOGIES IN,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,INVX,1.812181,INNOVEX INTERNATIONAL INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,FLOC,1.66901,FLOWCO HOLDINGS INC CL A,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,VTOL,1.370086,BRISTOW GROUP INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,TTI,1.304249,TETRA TECHNOLOGIES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,RES,1.213278,RPC INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,OIS,1.123804,OIL STATES INTERNATIONAL INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,CLB,0.860978,CORE LABORATORIES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,NGS,0.460587,NATURAL GAS SERVICES GROUP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XES,,-,0.140885,SSI US GOV MONEY MARKET CLASS,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xes.xlsx
XHB,,IBP,4.417961,INSTALLED BUILDING PRODUCTS,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,OC,4.272173,OWENS CORNING,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,ALLE,4.271377,ALLEGION PLC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,SKY,4.053089,CHAMPION HOMES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,WSM,3.926131,WILLIAMS SONOMA INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,PHM,3.794866,PULTEGROUP INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,CSL,3.762533,CARLISLE COS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,WMS,3.725353,ADVANCED DRAINAGE SYSTEMS IN,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,TOL,3.676245,TOLL BROTHERS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,HD,3.659114,HOME DEPOT INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,KBH,3.637445,KB HOME,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,MAS,3.62448,MASCO CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,NVR,3.564407,NVR INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,JCI,3.530987,JOHNSON CONTROLS INTERNATION,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,CVCO,3.524751,CAVCO INDUSTRIES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,TT,3.522072,TRANE TECHNOLOGIES PLC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,DHI,3.507458,DR HORTON INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,MTH,3.502636,MERITAGE HOMES CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,LOW,3.370422,LOWE S COS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,SGI,3.367229,SOMNIGROUP INTERNATIONAL INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,LEN,3.332235,LENNAR CORP A,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,BLDR,3.167507,BUILDERS FIRSTSOURCE INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,CARR,3.049023,CARRIER GLOBAL CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,LII,2.698086,LENNOX INTERNATIONAL INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,MOD,2.46021,MODINE MANUFACTURING CO,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,MHO,2.394082,M/I HOMES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,AAON,2.232709,AAON INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,CCS,1.470143,CENTURY COMMUNITIES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,LGIH,1.252954,LGI HOMES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,GRBK,1.079985,GREEN BRICK PARTNERS INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,BZH,0.911107,BEAZER HOMES USA INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,HOV,0.683729,HOVNANIAN ENTERPRISES A,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,DFH,0.502627,DREAM FINDERS HOMES INC   A,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XHB,,-,0.050305,SSI US GOV MONEY MARKET CLASS,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xhb.xlsx
XME,,HL,5.385128,HECLA MINING CO,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xme.xlsx
XME,,NEM,5.17413,NEWMONT CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xme.xlsx
XME,,CDE,5.134726,COEUR MINING INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xme.xlsx
XME,,RGLD,5.052021,ROYAL GOLD INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xme.xlsx
XME,,UEC,4.947706,URANIUM ENERGY CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xme.xlsx
XME,,FCX,4.645668,FREEPORT MCMORAN INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xme.xlsx
XME,,HCC,4.328046,WARRIOR MET COAL INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xme.xlsx
XME,,CNR,4.267508,CORE NATURAL RESOURCES INC,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xme.xlsx
XME,,LEU,4.248856,CENTRUS ENERGY CORP CLASS A,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xme.xlsx
XME,,BTU,3.914469,PEABODY ENERGY CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xme.xlsx
XME,,MP,3.900385,MP MATERIALS CORP,,,https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-xme.xlsx
