ticker,metric,period,current,revision_7d,source,fetched_at,record_type,up_7d,down_7d,up_30d,down_30d,revision_breadth_30d_pct,low,high,estimate_growth_pct
AFG,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFG,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFG,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFG,eps,0q,2.37143,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2.05,2.55,10.8100004
AFG,eps,+1q,3.17333,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2.47,3.85,17.969999
AFG,eps,0y,11.59714,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,11.0,12.55,12.7
AFG,eps,+1y,12.06,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,11.75,12.57,3.99
AFG,revenue,0q,1747750000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1685000000.0,1805000000.0,6.12
AFG,revenue,+1q,1977500000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1830000000.0,2128000000.0,-1.76
AFG,revenue,0y,7168250000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,7089000000.0,7304000000.0,1.7399999999999998
AFG,revenue,+1y,7623666670.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,7543000000.0,7749000000.0,6.35
AFL,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFL,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFL,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFL,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFL,eps,0q,1.75941,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1.68,1.81,-1.16
AFL,eps,+1q,1.78226,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1.703,1.91,-28.42
AFL,eps,0y,7.02211,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,6.765,7.3,-6.25
AFL,eps,+1y,7.55785,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,6.98,8.55,7.630000000000001
AFL,revenue,0q,4247333330.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,4199000000.0,4321000000.0,-6.36
AFL,revenue,+1q,4227000000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,4164000000.0,4325000000.0,-4.0599998
AFL,revenue,0y,16965710040.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,16849144430.0,17240000000.0,-3.26
AFL,revenue,+1y,17260849410.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,16928232950.0,17702000000.0,1.7399999999999998
AFRM,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFRM,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFRM,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFRM,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFRM,eps,0q,0.82156,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.67,0.93,55.979997
AFRM,eps,+1q,0.8731,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.72,0.97,43.580002
AFRM,eps,0y,3.09817,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2.58,3.55561,77.349997
AFRM,eps,+1y,3.78371,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2.94,4.54,22.129999
AFRM,revenue,0q,1105318650.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1091314000.0,1136281000.0,26.12
AFRM,revenue,+1q,1160084240.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1090927590.0,1227300000.0,24.290001
AFRM,revenue,0y,4203726590.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,4186400000.0,4280100000.0,30.37
AFRM,revenue,+1y,5270631330.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,4999000000.0,5663000000.0,25.380000000000003
AFYA,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFYA,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFYA,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFYA,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AFYA,eps,0q,2.02067,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1.76,2.29,-10.9799996
AFYA,eps,+1q,1.90578,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1.69,2.06735,-8.38
AFYA,eps,0y,9.13909,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,8.68,9.63,-6.65
AFYA,eps,+1y,10.21124,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,9.15,11.58,11.73
AFYA,revenue,0q,1005316350.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,996894000.0,1015261420.0,9.34
AFYA,revenue,+1q,1022895710.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1015142000.0,1033478210.0,10.17
AFYA,revenue,0y,4026005480.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,3984000000.0,4061000000.0,8.89
AFYA,revenue,+1y,4312971660.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,4214000000.0,4459010680.0,7.13
AG,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AG,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AG,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AG,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AG,eps,0q,0.29,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.26,0.32,6.25
AG,eps,+1q,0.3,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.3,0.3,3.2857
AG,eps,0y,0.98667,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.8,1.17,114.49
AG,eps,+1y,1.01,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.86,1.25,2.3599999
AG,revenue,0q,0.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.0,0.0,
AG,revenue,+1q,0.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.0,0.0,
AG,revenue,0y,1993910000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1993910000.0,1993910000.0,16.0
AG,revenue,+1y,2711989000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2711989000.0,2711989000.0,36.009997
AGBK,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGBK,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGBK,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGBK,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGBK,eps,0q,1.32197,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.95,1.54592,
AGBK,eps,+1q,1.98952,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1.51856,2.51,
AGBK,eps,0y,7.07557,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,6.29046,7.58,8.1199996
AGBK,eps,+1y,9.68537,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,8.62,10.56,36.88
AGBK,revenue,0q,1552397990.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1448139000.0,1685000000.0,
AGBK,revenue,+1q,1728678610.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1618130000.0,1839000000.0,
AGBK,revenue,0y,6481313340.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,5951236470.0,6984950190.0,15.359998999999998
AGBK,revenue,+1y,8784035360.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,8129305720.0,9830000000.0,35.529998
AGCC,revenue,0q,0.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.0,0.0,
AGCC,revenue,+1q,0.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.0,0.0,
AGCC,revenue,0y,0.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.0,0.0,
AGCC,revenue,+1y,0.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.0,0.0,
AGCO,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGCO,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGCO,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGCO,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGCO,eps,0q,1.45765,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1.354,1.7,7.969999999999999
AGCO,eps,+1q,1.42788,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.9,1.70209,5.7700000000000005
AGCO,eps,0y,6.08127,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,5.859,6.64,15.18
AGCO,eps,+1y,7.97166,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,7.0,9.35,31.09
AGCO,revenue,0q,2745149190.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2669400000.0,2826500000.0,4.18
AGCO,revenue,+1q,2520049080.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2380300000.0,2630000000.0,1.77
AGCO,revenue,0y,10578987830.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,10419000000.0,10764600000.0,4.93
AGCO,revenue,+1y,11098285930.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,10666000000.0,11541400000.0,4.9099997
AGI,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGI,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGI,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGI,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGI,eps,0q,0.5302,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.49,0.57,55.939996
AGI,eps,+1q,0.64805,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.45,0.97636,75.14999999999999
AGI,eps,0y,2.25583,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2.02,2.53,61.13
AGI,eps,+1y,3.24273,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2.32,5.54543,43.75
AGI,revenue,0q,576641360.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,570658000.0,582624710.0,31.59
AGI,revenue,+1q,590385720.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,526721440.0,654050000.0,27.71
AGI,revenue,0y,2365168080.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1990000000.0,2596000000.0,30.76
AGI,revenue,+1y,3041317600.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2532900000.0,3369000000.0,28.59
AGM,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGM,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGM,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGM,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGM,eps,0q,4.86667,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,4.65,5.07,12.65
AGM,eps,+1q,4.89,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,4.74,5.11,8.189999
AGM,eps,0y,19.52,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,19.07,20.2,17.169999999999998
AGM,eps,+1y,21.35,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,20.48,22.8,9.38
AGM,revenue,0q,113511000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,111387000.0,115635000.0,12.94
AGM,revenue,+1q,117117000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,114535000.0,119699000.0,11.45
AGM,revenue,0y,460420000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,451580000.0,469260000.0,12.2200005
AGM,revenue,+1y,518606000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,490550000.0,546662000.0,12.640001000000002
AGNC,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGNC,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGNC,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGNC,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGNC,eps,0q,0.38128,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.35,0.42,0.3399999999999999
AGNC,eps,+1q,0.38361,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.36,0.41,9.6
AGNC,eps,0y,1.56537,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1.5,1.66,4.36
AGNC,eps,+1y,1.48895,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1.4,1.55,-4.8800003
AGNC,revenue,0q,472827570.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,323000000.0,562200000.0,191.87
AGNC,revenue,+1q,487803000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,343000000.0,593500000.0,2.296
AGNC,revenue,0y,1840090570.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1343000000.0,2173665000.0,172.61
AGNC,revenue,+1y,2110375400.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1568000000.0,2526000000.0,14.69
AGNT,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGNT,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGNT,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGNT,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGNT,eps,0q,0.08,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.08,0.08,68.49
AGNT,eps,+1q,0.14,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.14,0.14,101.73
AGNT,eps,0y,0.27,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.27,0.27,4.6437
AGNT,eps,+1y,0.35,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.35,0.35,29.630000000000003
AGNT,revenue,0q,1391137330.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1369480000.0,1408300000.0,6.280000500000001
AGNT,revenue,+1q,1369033000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1364100000.0,1371799000.0,3.98
AGNT,revenue,0y,5000549330.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,4980300000.0,5015400000.0,4.78
AGNT,revenue,+1y,5234727670.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,5137703000.0,5352000000.0,4.68
AGO,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGO,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGO,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGO,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGO,eps,0q,1.60094,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1.46281,1.68,58.51
AGO,eps,+1q,1.67435,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1.52305,1.81,-34.849998
AGO,eps,0y,7.26239,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,6.99716,7.55,-20.02
AGO,eps,+1y,7.16232,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,6.4,7.79,-1.38
AGO,revenue,0q,205031830.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,191800000.0,212995490.0,-27.03
AGO,revenue,+1q,207170190.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,191100000.0,216910570.0,0.08
AGO,revenue,0y,883646920.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,754500000.0,966040770.0,-20.39
AGO,revenue,+1y,849615590.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,764400000.0,945146770.0,-3.85
AGRO,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGRO,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGRO,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGRO,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGRO,eps,0q,0.28399,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.28399,0.28399,2.6135998
AGRO,eps,+1q,0.16131,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.16131,0.16131,
AGRO,eps,0y,1.90809,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1.66,2.27,11.6005
AGRO,eps,+1y,1.25055,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.98,1.68,-34.46
AGRO,revenue,0q,640837060.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,573266440.0,708407690.0,63.490003
AGRO,revenue,+1q,700588190.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,626574150.0,774602230.0,116.67
AGRO,revenue,0y,2242937590.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2027209130.0,2446554610.0,57.1
AGRO,revenue,+1y,2139454610.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1904734220.0,2263053800.0,-4.61
AGX,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGX,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGX,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGX,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGX,eps,0q,2.68938,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2.41,3.0,7.580000000000001
AGX,eps,+1q,3.02369,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2.53,3.59477,39.34
AGX,eps,0y,12.23755,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,10.74,13.84019,25.64
AGX,eps,+1y,16.24651,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,12.56,20.70603,32.759997
AGX,revenue,0q,300614200.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,284000000.0,318471000.0,26.450002
AGX,revenue,+1q,336586400.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,322900000.0,367000000.0,34.02
AGX,revenue,0y,1281977050.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1225000000.0,1364009250.0,35.720003
AGX,revenue,+1y,1607180230.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,1466000000.0,1867509130.0,25.370002000000003
AGYS,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGYS,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGYS,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGYS,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AGYS,eps,0q,0.4025,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.35,0.53,21.97
AGYS,eps,+1q,0.575,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.48,0.73,43.75
AGYS,eps,0y,2.4475,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2.27,3.05,36.73
AGYS,eps,+1y,3.1875,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2.9,4.1,30.23
AGYS,revenue,0q,85982380.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,85190000.0,87323000.0,12.1400006
AGYS,revenue,+1q,90689250.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,90040000.0,91700000.0,14.36
AGYS,revenue,0y,367774880.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,365183000.0,370002000.0,15.18
AGYS,revenue,+1y,427944000.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,420833000.0,449830000.0,16.360001
AHG,revenue,0q,0.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.0,0.0,
AHG,revenue,+1q,0.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.0,0.0,
AHG,revenue,0y,0.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.0,0.0,
AHG,revenue,+1y,0.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.0,0.0,
AHR,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AHR,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AHR,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AHR,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AHR,eps,0q,0.135,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.13,0.14,-11.53
AHR,eps,+1q,0.155,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.15,0.16,-42.189997
AHR,eps,0y,0.55,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.55,0.55,-19.33
AHR,eps,+1y,0.86,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.82,0.9,56.36
AHR,revenue,0q,669248750.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,655135000.0,685200000.0,23.36
AHR,revenue,+1q,701941240.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,677775000.0,731592000.0,22.52
AHR,revenue,0y,2729035940.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2667600000.0,2840500000.0,20.75
AHR,revenue,+1y,3054086970.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,2798000000.0,3584100000.0,11.91
AHRT,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AHRT,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AHRT,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AHRT,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AHRT,eps,0q,0.04,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.04,0.04,0.0
AHRT,eps,+1q,0.02,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.02,0.02,150.0
AHRT,eps,0y,-0.23,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,-0.23,-0.23,-187.5
AHRT,eps,+1y,0.15,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.15,0.15,165.22
AHRT,revenue,0q,52332310.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,51809620.0,52855000.0,-19.67
AHRT,revenue,+1q,52582590.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,51764180.0,53401000.0,-23.49
AHRT,revenue,0y,210069360.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,207619720.0,212519000.0,-22.09
AHRT,revenue,+1y,215132600.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,207280200.0,222985000.0,2.41
AI,eps,0q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AI,eps,+1q,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AI,eps,0y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AI,eps,+1y,,,yfinance,2026-07-22T12:36:44.305953Z,revision_breadth,,,,,,,,
AI,eps,0q,-0.24888,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,-0.28,-0.09,32.740003
AI,eps,+1q,-0.21964,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,-0.32,-0.17,12.1400006
AI,eps,0y,-0.78712,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,-0.87,-0.55,41.689998
AI,eps,+1y,-0.45064,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,-0.76,-0.17,42.75
AI,revenue,0q,52089340.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,50500000.0,54000000.0,-25.86
AI,revenue,+1q,56603180.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,52358000.0,62000000.0,-24.68
AI,revenue,0y,224306710.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,212415000.0,235164030.0,-10.37
AI,revenue,+1y,246825890.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,225900000.0,274952030.0,10.04
AIAI,revenue,0q,0.0,,yfinance,2026-07-22T12:36:44.305953Z,estimate_level,,,,,,0.0,0.0,
