ticker,metric,period,current,revision_7d,source,fetched_at,record_type,up_7d,down_7d,up_30d,down_30d,revision_breadth_30d_pct,low,high,estimate_growth_pct
ALM,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALM,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALM,eps,0q,0.027,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.027,0.027,
ALM,eps,+1q,0.178,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.178,0.178,60.3333
ALM,eps,0y,0.39267,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.3,0.448,3.5366
ALM,eps,+1y,2.05267,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1.138,3.07,4.2275
ALM,revenue,0q,69297060.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,47019280.0,133330000.0,8.635301
ALM,revenue,+1q,130269460.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,80208000.0,178140000.0,13.9821
ALM,revenue,0y,404137580.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,265600000.0,545468000.0,11.4296
ALM,revenue,+1y,963673550.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,550472000.0,1375500000.0,138.45000000000002
ALNT,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALNT,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALNT,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALNT,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALNT,eps,0q,0.61265,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.59,0.63,7.48
ALNT,eps,+1q,0.71829,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.68145,0.77,21.74
ALNT,eps,0y,2.52501,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,2.39504,2.62,16.360001
ALNT,eps,+1y,3.09649,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,2.93,3.28,22.629999
ALNT,revenue,0q,145685400.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,144400000.0,148000000.0,4.38
ALNT,revenue,+1q,149175800.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,146000000.0,152617000.0,7.52
ALNT,revenue,0y,584319800.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,580800000.0,588649000.0,5.38
ALNT,revenue,+1y,625052880.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,621200000.0,630022420.0,6.9699995
ALNY,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALNY,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALNY,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALNY,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALNY,eps,0q,2.15051,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1.63,3.48565,5.7203
ALNY,eps,+1q,2.40555,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1.64,3.74162,-17.05
ALNY,eps,0y,9.42355,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,7.94,12.99779,85.5
ALNY,eps,+1y,13.44011,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,9.96,18.20954,42.620000000000005
ALNY,revenue,0q,1321651310.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1217000000.0,1385642380.0,70.82000000000001
ALNY,revenue,+1q,1478357230.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1368000000.0,1576600000.0,18.360001
ALNY,revenue,0y,5612763860.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,5464000000.0,5872000000.0,51.13
ALNY,revenue,+1y,7242981810.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,6661000000.0,8336600000.0,29.04
ALOY,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALOY,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALOY,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALOY,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALOY,eps,0q,-0.08,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,-0.08,-0.08,
ALOY,eps,+1q,-0.08,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,-0.08,-0.08,
ALOY,eps,0y,-2.17,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,-2.17,-2.17,-185.53
ALOY,eps,+1y,-0.26,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,-0.26,-0.26,
ALOY,revenue,0q,700000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,700000.0,700000.0,
ALOY,revenue,+1q,700000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,700000.0,700000.0,
ALOY,revenue,0y,2800000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,2800000.0,2800000.0,
ALOY,revenue,+1y,23800000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,23800000.0,23800000.0,7.5
ALRM,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALRM,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALRM,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALRM,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALRM,eps,0q,0.64767,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.63,0.66,7.939999999999999
ALRM,eps,+1q,0.76333,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.73,0.79,0.44
ALRM,eps,0y,2.77517,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,2.671,2.82,5.92
ALRM,eps,+1y,2.9715,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,2.88,3.06,7.0700005
ALRM,revenue,0q,265039600.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,264328000.0,266000000.0,4.22
ALRM,revenue,+1q,265425600.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,264700000.0,266000000.0,3.52
ALRM,revenue,0y,1065556000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1064885000.0,1068000000.0,5.38
ALRM,revenue,+1y,1115456400.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1108603000.0,1121379000.0,4.68
ALRS,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALRS,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALRS,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALRS,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALRS,eps,0q,0.805,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.76,0.85,11.81
ALRS,eps,+1q,0.67,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.66,0.68,1.52
ALRS,eps,0y,3.035,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,2.98,3.09,9.17
ALRS,eps,+1y,2.765,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,2.69,2.84,-8.8999994
ALRS,revenue,0q,77100000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,76200000.0,78000000.0,2.27
ALRS,revenue,+1q,76950000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,76900000.0,77000000.0,5.12
ALRS,revenue,0y,307650000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,307300000.0,308000000.0,4.77
ALRS,revenue,+1y,317000000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,316000000.0,318000000.0,3.04
ALSN,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALSN,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALSN,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALSN,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALSN,eps,0q,2.59948,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,2.43,2.98,15.42
ALSN,eps,+1q,2.49974,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,2.18,2.96,43.14
ALSN,eps,0y,9.9695,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,8.06,11.21,31.47
ALSN,eps,+1y,11.50028,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,10.57,13.01,15.35
ALSN,revenue,0q,1506164700.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1481000000.0,1531000000.0,85.03
ALSN,revenue,+1q,1447729890.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1396004300.0,1491934850.0,108.91
ALSN,revenue,0y,5807478660.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,5699000000.0,5900000000.0,92.94
ALSN,revenue,+1y,6070947490.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,5924882770.0,6219000000.0,4.54
ALTI,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALTI,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALTI,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALTI,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALTI,eps,0q,0.06,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.06,0.06,10.5238
ALTI,eps,+1q,0.06,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.06,0.06,4.9406
ALTI,eps,0y,0.27,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.27,0.27,143.02000999999998
ALTI,eps,+1y,0.4,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.4,0.4,48.150003000000005
ALTI,revenue,0q,61800000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,61800000.0,61800000.0,16.33
ALTI,revenue,+1q,63400000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,63400000.0,63400000.0,10.7700005
ALTI,revenue,0y,298300000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,298300000.0,298300000.0,17.0
ALTI,revenue,+1y,316400000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,316400000.0,316400000.0,6.0700003
ALV,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALV,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALV,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALV,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
ALV,eps,0q,2.17592,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1.92554,2.27887,-6.21
ALV,eps,+1q,3.50882,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,3.18,3.84,9.99
ALV,eps,0y,10.13072,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,8.61472,10.6,2.8499998
ALV,eps,+1y,11.82914,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,11.14232,13.01,16.770001
ALV,revenue,0q,2724043450.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,2689268000.0,2771000000.0,0.67000003
ALV,revenue,+1q,2811237450.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,2718200000.0,2877000000.0,-0.2
ALV,revenue,0y,11093972490.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,10966419060.0,11258000000.0,2.5799999
ALV,revenue,+1y,11399014920.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,11188300000.0,11758000000.0,2.75
ALX,revenue,0q,54000000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,54000000.0,54000000.0,4.67
ALX,revenue,+1q,53900000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,53900000.0,53900000.0,0.89
ALX,revenue,0y,216000000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,216000000.0,216000000.0,1.3200001
ALX,revenue,+1y,219600000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,219600000.0,219600000.0,1.67
AM,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AM,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AM,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AM,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AM,eps,0q,0.31484,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.3,0.32967,8.57
AM,eps,+1q,0.33687,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.31,0.36374,24.77
AM,eps,0y,1.28263,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1.18,1.38526,14.52
AM,eps,+1y,1.48094,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1.35,1.61188,15.46
AM,revenue,0q,323973480.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,317408000.0,329274000.0,6.0599998
AM,revenue,+1q,324025670.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,309588000.0,337336000.0,9.91
AM,revenue,0y,1294701270.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1220000000.0,1356019560.0,8.939999
AM,revenue,+1y,1387164400.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1250000000.0,1514111750.0,7.140000000000001
AMAL,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMAL,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMAL,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMAL,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMAL,eps,0q,1.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.99,1.01,13.64
AMAL,eps,+1q,1.06,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1.06,1.06,16.479999
AMAL,eps,0y,3.93,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,3.92,3.94,7.969999999999999
AMAL,eps,+1y,4.545,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,4.49,4.6,15.65
AMAL,revenue,0q,92059000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,92059000.0,92059000.0,12.020001
AMAL,revenue,+1q,94634000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,94634000.0,94634000.0,9.51
AMAL,revenue,0y,373940000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,373940000.0,373940000.0,11.229999
AMAL,revenue,+1y,396142000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,396142000.0,396142000.0,5.94
AMAT,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMAT,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMAT,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMAT,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMAT,eps,0q,3.38874,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,3.17,3.56,36.64
AMAT,eps,+1q,3.63515,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,3.28,3.914,67.52
AMAT,eps,0y,12.26321,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,11.51,12.70331,30.18
AMAT,eps,+1y,16.74562,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,12.48,20.45,36.55
AMAT,revenue,0q,9006637960.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,8949000000.0,9200000000.0,23.34
AMAT,revenue,+1q,9458781660.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,9031000000.0,9900000000.0,39.099997
AMAT,revenue,0y,33411265789.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,32679940000.0,34103724190.0,17.78
AMAT,revenue,+1y,42593830260.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,35668000000.0,49600000000.0,27.48
AMBA,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBA,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBA,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBA,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBA,eps,0q,0.17088,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.13,0.19,13.919999999999998
AMBA,eps,+1q,0.29532,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.26,0.33,9.38
AMBA,eps,0y,0.79024,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.73,0.87,27.46
AMBA,eps,+1y,1.14729,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.83,1.9,45.18
AMBA,revenue,0q,107763010.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,106285930.0,108065000.0,12.83
AMBA,revenue,+1q,119281970.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,115637000.0,122893420.0,9.99
AMBA,revenue,0y,441468210.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,435400000.0,448008390.0,12.989999999999998
AMBA,revenue,+1y,504250300.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,484327790.0,570000000.0,14.220000999999998
AMBP,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBP,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBP,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBP,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBP,eps,0q,0.08872,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.08046,0.1,10.9
AMBP,eps,+1q,0.08045,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.07,0.09,0.5599999999999999
AMBP,eps,0y,0.24769,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.22675,0.26,17.950001
AMBP,eps,+1y,0.29241,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.25322,0.33,18.049999
AMBP,revenue,0q,1565856000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1460000000.0,1794000000.0,7.62
AMBP,revenue,+1q,1506820770.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1445000000.0,1611000000.0,5.52
AMBP,revenue,0y,5964670220.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,5774000000.0,6357000000.0,8.51
AMBP,revenue,+1y,6091330460.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,5898000000.0,6418000000.0,2.12
AMBQ,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBQ,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBQ,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBQ,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMBQ,eps,0q,-0.258,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,-0.26,-0.25,-97.96
AMBQ,eps,+1q,-0.27,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,-0.34,-0.23,-22.729999
AMBQ,eps,0y,-1.1,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,-1.19,-1.04,58.02
AMBQ,eps,+1y,-0.728,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,-0.96,-0.46,33.82
AMBQ,revenue,0q,31512520.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,31499520.0,31575600.0,76.309997
AMBQ,revenue,+1q,33840380.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,32848100.0,36000000.0,86.29
AMBQ,revenue,0y,121792230.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,119933880.0,124560000.0,67.96
AMBQ,revenue,+1y,152666090.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,139338910.0,168900000.0,25.35
AMC,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMC,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMC,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMC,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMC,eps,0q,-0.02667,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,-0.12,0.03,87.3
AMC,eps,+1q,0.01333,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.0,0.02,107.41
AMC,eps,0y,-0.29,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,-0.3,-0.28,69.78999999999999
AMC,eps,+1y,-0.16,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,-0.28,-0.04,44.83
AMC,revenue,0q,1450962560.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1362700000.0,1546827550.0,11.6000004
AMC,revenue,+1q,1476600000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1476600000.0,1476600000.0,14.62
AMC,revenue,0y,5459500000.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,5459500000.0,5459500000.0,12.590000000000002
AMC,revenue,+1y,5723654240.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,5451700000.0,6035362000.0,4.84
AMCR,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMCR,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMCR,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMCR,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMCR,eps,0q,1.19029,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1.14,1.21175,19.03
AMCR,eps,+1q,1.03291,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,0.98,1.07327,7.04
AMCR,eps,0y,3.97641,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,3.85,4.00347,11.7
AMCR,eps,+1y,4.27417,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,3.91,4.5,7.489999999999999
AMCR,revenue,0q,6066730810.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,5794000000.0,6488000000.0,19.379999
AMCR,revenue,+1q,5934274890.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,5723000000.0,6375663000.0,3.2899998
AMCR,revenue,0y,23128674360.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,22199000000.0,23581532240.0,54.1
AMCR,revenue,+1y,23779952870.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,22366000000.0,25912404000.0,2.8199999
AMD,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMD,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMD,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMD,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AMD,eps,0q,1.60898,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1.48,1.74,2.352
AMD,eps,+1q,1.83751,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1.51,2.26,53.13
AMD,eps,0y,7.43322,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,6.45,9.8,78.25
AMD,eps,+1y,13.46474,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,8.0,19.46,81.14
AMD,revenue,0q,11300934900.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,11096000000.0,11640000000.0,47.05
AMD,revenue,+1q,12452989590.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,10842000000.0,14000000000.0,34.69
AMD,revenue,0y,49648650490.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,46077000000.0,55169000000.0,43.330002
AMD,revenue,+1y,78148482870.0,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,57495000000.0,111226000000.0,57.4
AME,eps,0q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AME,eps,+1q,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AME,eps,0y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AME,eps,+1y,,,yfinance,2026-07-22T13:36:55.524039Z,revision_breadth,,,,,,,,
AME,eps,0q,1.9941,,yfinance,2026-07-22T13:36:55.524039Z,estimate_level,,,,,,1.97,2.03,12.0299995
