ticker,holder,shares,date_reported,pct_out,value,source,fetched_at
A,Blackrock Inc.,25902662,2026-03-31,,3441427689,yfinance,2026-07-22T12:20:48.089065Z
A,Vanguard Capital Management LLC,18381030,2026-03-31,,2442103657,yfinance,2026-07-22T12:20:48.089065Z
A,Vanguard Portfolio Management LLC,14352682,2026-03-31,,1906897339,yfinance,2026-07-22T12:20:48.089065Z
A,State Street Corporation,12764632,2026-03-31,,1695909015,yfinance,2026-07-22T12:20:48.089065Z
A,Massachusetts Financial Services Co.,12624090,2026-03-31,,1677236605,yfinance,2026-07-22T12:20:48.089065Z
A,"T. Rowe Price Investment Management, Inc.",8992649,2026-03-31,,1194763351,yfinance,2026-07-22T12:20:48.089065Z
A,"Geode Capital Management, LLC",7522028,2026-03-31,,999376644,yfinance,2026-07-22T12:20:48.089065Z
A,"Wellington Management Group, LLP",7256433,2026-03-31,,964089692,yfinance,2026-07-22T12:20:48.089065Z
A,Deutsche Bank AG,5984118,2026-03-31,,795049921,yfinance,2026-07-22T12:20:48.089065Z
A,Morgan Stanley,4949129,2026-03-31,,657541281,yfinance,2026-07-22T12:20:48.089065Z
AA,Blackrock Inc.,28392633,2026-03-31,,1259213230,yfinance,2026-07-22T12:20:48.089065Z
AA,Eagle Capital Management LLC,14097362,2026-03-31,,625217983,yfinance,2026-07-22T12:20:48.089065Z
AA,"FMR, LLC",12852778,2026-03-31,,570020684,yfinance,2026-07-22T12:20:48.089065Z
AA,Vanguard Portfolio Management LLC,12644935,2026-03-31,,560802847,yfinance,2026-07-22T12:20:48.089065Z
AA,Vanguard Capital Management LLC,11776650,2026-03-31,,522294409,yfinance,2026-07-22T12:20:48.089065Z
AA,State Street Corporation,10881537,2026-03-31,,482596149,yfinance,2026-07-22T12:20:48.089065Z
AA,Dimensional Fund Advisors LP,8625297,2026-03-31,,382531908,yfinance,2026-07-22T12:20:48.089065Z
AA,"Geode Capital Management, LLC",5942801,2026-03-31,,263563215,yfinance,2026-07-22T12:20:48.089065Z
AA,"AQR Capital Management, LLC",5171649,2026-03-31,,229362625,yfinance,2026-07-22T12:20:48.089065Z
AA,Morgan Stanley,4095810,2026-03-31,,181649167,yfinance,2026-07-22T12:20:48.089065Z
AADX,First Horizon Corp.,492,2026-06-30,,8870,yfinance,2026-07-22T12:20:48.089065Z
AADX,Lanark Financial Inc,100,2026-06-30,,1803,yfinance,2026-07-22T12:20:48.089065Z
AAL,Blackrock Inc.,58297854,2026-03-31,,890791193,yfinance,2026-07-22T12:20:48.089065Z
AAL,Primecap Management Company,48989954,2026-03-31,,748566484,yfinance,2026-07-22T12:20:48.089065Z
AAL,Vanguard Capital Management LLC,29271883,2026-03-31,,447274364,yfinance,2026-07-22T12:20:48.089065Z
AAL,Vanguard Portfolio Management LLC,28353042,2026-03-31,,433234474,yfinance,2026-07-22T12:20:48.089065Z
AAL,UBS Group AG,20825755,2026-03-31,,318217530,yfinance,2026-07-22T12:20:48.089065Z
AAL,State Street Corporation,19228066,2026-03-31,,293804843,yfinance,2026-07-22T12:20:48.089065Z
AAL,"Two Sigma Investments, LP",14180118,2026-03-31,,216672199,yfinance,2026-07-22T12:20:48.089065Z
AAL,"Geode Capital Management, LLC",12684826,2026-03-31,,193824137,yfinance,2026-07-22T12:20:48.089065Z
AAL,"Shaw D.E. & Co., Inc.",9863106,2026-03-31,,150708257,yfinance,2026-07-22T12:20:48.089065Z
AAL,"Renaissance Technologies, LLC",9687232,2026-03-31,,148020902,yfinance,2026-07-22T12:20:48.089065Z
AAMI,PAULSON & CO. INC.,7743282,2026-03-31,,650048500,yfinance,2026-07-22T12:20:48.089065Z
AAMI,Blackrock Inc.,4574232,2026-03-31,,384006762,yfinance,2026-07-22T12:20:48.089065Z
AAMI,Jennison Associates LLC,2022207,2026-03-31,,169764271,yfinance,2026-07-22T12:20:48.089065Z
AAMI,"Empyrean Capital Partners, LP",1308190,2026-03-31,,109822546,yfinance,2026-07-22T12:20:48.089065Z
AAMI,State Street Corporation,1209440,2026-03-31,,101532484,yfinance,2026-07-22T12:20:48.089065Z
AAMI,Vanguard Capital Management LLC,1158887,2026-03-31,,97288560,yfinance,2026-07-22T12:20:48.089065Z
AAMI,Dimensional Fund Advisors LP,904549,2026-03-31,,75936885,yfinance,2026-07-22T12:20:48.089065Z
AAMI,Vanguard Portfolio Management LLC,883909,2026-03-31,,74204157,yfinance,2026-07-22T12:20:48.089065Z
AAMI,Impax Asset Management Group plc,823323,2026-03-31,,69117963,yfinance,2026-07-22T12:20:48.089065Z
AAMI,"Geode Capital Management, LLC",747822,2026-03-31,,62779654,yfinance,2026-07-22T12:20:48.089065Z
AAOI,Blackrock Inc.,7192329,2026-03-31,,857757171,yfinance,2026-07-22T12:20:48.089065Z
AAOI,Vanguard Capital Management LLC,3061522,2026-03-31,,365117120,yfinance,2026-07-22T12:20:48.089065Z
AAOI,Oberweis Asset Management Inc.,2349969,2026-03-31,,280257307,yfinance,2026-07-22T12:20:48.089065Z
AAOI,"Jane Street Group, LLC",2279318,2026-03-31,,271831469,yfinance,2026-07-22T12:20:48.089065Z
AAOI,"Shaw D.E. & Co., Inc.",2117157,2026-03-31,,252492148,yfinance,2026-07-22T12:20:48.089065Z
AAOI,Invesco Ltd.,2014405,2026-03-31,,240237944,yfinance,2026-07-22T12:20:48.089065Z
AAOI,Vanguard Portfolio Management LLC,1801883,2026-03-31,,214892570,yfinance,2026-07-22T12:20:48.089065Z
AAOI,Price (T.Rowe) Associates Inc,1732381,2026-03-31,,206603761,yfinance,2026-07-22T12:20:48.089065Z
AAOI,State Street Corporation,1644293,2026-03-31,,196098386,yfinance,2026-07-22T12:20:48.089065Z
AAOI,"Geode Capital Management, LLC",1621305,2026-03-31,,193356837,yfinance,2026-07-22T12:20:48.089065Z
AAON,"Wellington Management Group, LLP",7977164,2026-03-31,,842468294,yfinance,2026-07-22T12:20:48.089065Z
AAON,Blackrock Inc.,6560422,2026-03-31,,692846171,yfinance,2026-07-22T12:20:48.089065Z
AAON,Vanguard Capital Management LLC,3099121,2026-03-31,,327298170,yfinance,2026-07-22T12:20:48.089065Z
AAON,Vanguard Portfolio Management LLC,2908091,2026-03-31,,307123492,yfinance,2026-07-22T12:20:48.089065Z
AAON,Wasatch Advisors LP,2338517,2026-06-30,,246970781,yfinance,2026-07-22T12:20:48.089065Z
AAON,State Street Corporation,2062614,2026-03-31,,217832665,yfinance,2026-07-22T12:20:48.089065Z
AAON,First Trust Advisors LP,2013215,2026-03-31,,212615637,yfinance,2026-07-22T12:20:48.089065Z
AAON,Geneva Capital Management LLC,1721631,2026-03-31,,181821450,yfinance,2026-07-22T12:20:48.089065Z
AAON,BLAIR WILLIAM & CO/IL,1622203,2026-03-31,,171320859,yfinance,2026-07-22T12:20:48.089065Z
AAON,"Champlain Investment Partners, LLC",1602006,2026-03-31,,169187854,yfinance,2026-07-22T12:20:48.089065Z
AAP,Blackrock Inc.,8926145,2026-03-31,,496650702,yfinance,2026-07-22T12:20:48.089065Z
AAP,Price (T.Rowe) Associates Inc,7984998,2026-03-31,,444285283,yfinance,2026-07-22T12:20:48.089065Z
AAP,Pzena Investment Management LLC,4301089,2026-03-31,,239312589,yfinance,2026-07-22T12:20:48.089065Z
AAP,Vanguard Portfolio Management LLC,3620603,2026-03-31,,201450348,yfinance,2026-07-22T12:20:48.089065Z
AAP,"Federated Hermes, Inc.",3042695,2026-03-31,,169295547,yfinance,2026-07-22T12:20:48.089065Z
AAP,Fuller & Thaler Asset Management Inc.,2828907,2026-03-31,,157400383,yfinance,2026-07-22T12:20:48.089065Z
AAP,Vanguard Capital Management LLC,2696717,2026-03-31,,150045332,yfinance,2026-07-22T12:20:48.089065Z
AAP,State Street Corporation,2434041,2026-03-31,,135430039,yfinance,2026-07-22T12:20:48.089065Z
AAP,Dimensional Fund Advisors LP,2127948,2026-03-31,,118399025,yfinance,2026-07-22T12:20:48.089065Z
AAP,American Century Companies Inc,1726639,2026-03-31,,96070192,yfinance,2026-07-22T12:20:48.089065Z
AAPL,Blackrock Inc.,1144695425,2026-03-31,,375162467410,yfinance,2026-07-22T12:20:48.089065Z
AAPL,Vanguard Capital Management LLC,953847648,2026-03-31,,312614018840,yfinance,2026-07-22T12:20:48.089065Z
AAPL,State Street Corporation,602341409,2026-03-31,,197411367503,yfinance,2026-07-22T12:20:48.089065Z
AAPL,"Geode Capital Management, LLC",368616954,2026-03-31,,120810516904,yfinance,2026-07-22T12:20:48.089065Z
AAPL,Vanguard Portfolio Management LLC,331437055,2026-03-31,,108625177169,yfinance,2026-07-22T12:20:48.089065Z
AAPL,"FMR, LLC",307442040,2026-03-31,,100761051187,yfinance,2026-07-22T12:20:48.089065Z
AAPL,Morgan Stanley,244474722,2026-03-31,,80124143000,yfinance,2026-07-22T12:20:48.089065Z
AAPL,JPMORGAN CHASE & CO,231622141,2026-03-31,,75911838229,yfinance,2026-07-22T12:20:48.089065Z
AAPL,"Berkshire Hathaway, Inc",227917808,2026-03-31,,74697780168,yfinance,2026-07-22T12:20:48.089065Z
AAPL,Price (T.Rowe) Associates Inc,200426620,2026-03-31,,65687818481,yfinance,2026-07-22T12:20:48.089065Z
AAT,Blackrock Inc.,9452442,2026-03-31,,239052266,yfinance,2026-07-22T12:20:48.089065Z
AAT,American Assets Inc,7374599,2026-03-31,,186503615,yfinance,2026-07-22T12:20:48.089065Z
AAT,Vanguard Portfolio Management LLC,5396960,2026-03-31,,136489123,yfinance,2026-07-22T12:20:48.089065Z
AAT,Senvest Management LLC,3577054,2026-03-31,,90463698,yfinance,2026-07-22T12:20:48.089065Z
AAT,State Street Corporation,2844330,2026-03-31,,71933108,yfinance,2026-07-22T12:20:48.089065Z
AAT,Vanguard Capital Management LLC,2118674,2026-03-31,,53581267,yfinance,2026-07-22T12:20:48.089065Z
AAT,LSV Asset Management,1976474,2026-03-31,,49985029,yfinance,2026-07-22T12:20:48.089065Z
AAT,"American Assets Investment Management, LLC",1477340,2026-03-31,,37361929,yfinance,2026-07-22T12:20:48.089065Z
AAT,"Geode Capital Management, LLC",1336571,2026-03-31,,33801881,yfinance,2026-07-22T12:20:48.089065Z
AAT,JPMORGAN CHASE & CO,1279523,2026-03-31,,32359137,yfinance,2026-07-22T12:20:48.089065Z
AAUC,Helikon Investments Ltd,12272202,2026-03-31,,258207141,yfinance,2026-07-22T12:20:48.089065Z
AAUC,FIL LTD,4951000,2026-03-31,,104169044,yfinance,2026-07-22T12:20:48.089065Z
AAUC,Barclays Plc,4789827,2026-03-31,,100777964,yfinance,2026-07-22T12:20:48.089065Z
AAUC,Boston Partners,4037648,2026-03-31,,84952117,yfinance,2026-07-22T12:20:48.089065Z
AAUC,Morgan Stanley,3771358,2026-03-31,,79349375,yfinance,2026-07-22T12:20:48.089065Z
AAUC,Millennium Management Llc,2654518,2026-03-31,,55851061,yfinance,2026-07-22T12:20:48.089065Z
AAUC,Vanguard Capital Management LLC,2622481,2026-03-31,,55177002,yfinance,2026-07-22T12:20:48.089065Z
AAUC,UBS Group AG,2562471,2026-03-31,,53914392,yfinance,2026-07-22T12:20:48.089065Z
AAUC,Magnetar Financial LLC,2518867,2026-03-31,,52996963,yfinance,2026-07-22T12:20:48.089065Z
AAUC,Bank of America Corporation,2521475,2026-03-31,,53051836,yfinance,2026-07-22T12:20:48.089065Z
AB,"FMR, LLC",1078857,2026-03-31,,40565021,yfinance,2026-07-22T12:20:48.089065Z
AB,American Century Companies Inc,961582,2026-03-31,,36155481,yfinance,2026-07-22T12:20:48.089065Z
AB,Bank of America Corporation,768009,2026-03-31,,28877137,yfinance,2026-07-22T12:20:48.089065Z
AB,Morgan Stanley,679754,2026-03-31,,25558749,yfinance,2026-07-22T12:20:48.089065Z
AB,LPL Financial LLC,516417,2026-03-31,,19417278,yfinance,2026-07-22T12:20:48.089065Z
AB,Wells Fargo & Company,495469,2026-03-31,,18629633,yfinance,2026-07-22T12:20:48.089065Z
AB,"Cresset Asset Management, LLC",378183,2026-03-31,,14219680,yfinance,2026-07-22T12:20:48.089065Z
AB,"Neuberger Berman Group, LLC",352716,2026-03-31,,13262121,yfinance,2026-07-22T12:20:48.089065Z
AB,Invesco Ltd.,336060,2026-03-31,,12635855,yfinance,2026-07-22T12:20:48.089065Z
AB,UBS Group AG,325156,2026-03-31,,12225865,yfinance,2026-07-22T12:20:48.089065Z
ABBV,Blackrock Inc.,150698125,2026-03-31,,38593790732,yfinance,2026-07-22T12:20:48.089065Z
ABBV,Vanguard Capital Management LLC,114880324,2026-03-31,,29420851677,yfinance,2026-07-22T12:20:48.089065Z
ABBV,State Street Corporation,81217516,2026-03-31,,20799806343,yfinance,2026-07-22T12:20:48.089065Z
ABBV,JPMORGAN CHASE & CO,56741691,2026-03-31,,14531547411,yfinance,2026-07-22T12:20:48.089065Z
ABBV,Vanguard Portfolio Management LLC,49523078,2026-03-31,,12682860578,yfinance,2026-07-22T12:20:48.089065Z
ABBV,"Geode Capital Management, LLC",46737581,2026-03-31,,11969494779,yfinance,2026-07-22T12:20:48.089065Z
ABBV,Morgan Stanley,38016774,2026-03-31,,9736096053,yfinance,2026-07-22T12:20:48.089065Z
ABBV,Capital Research Global Investors,31254786,2026-03-31,,8004350885,yfinance,2026-07-22T12:20:48.089065Z
ABBV,Bank of America Corporation,23936943,2026-03-31,,6130251248,yfinance,2026-07-22T12:20:48.089065Z
ABBV,"FMR, LLC",21762703,2026-03-31,,5573428371,yfinance,2026-07-22T12:20:48.089065Z
ABCB,Blackrock Inc.,9818406,2026-03-31,,890234854,yfinance,2026-07-22T12:20:48.089065Z
ABCB,Dimensional Fund Advisors LP,3896626,2026-03-31,,353307072,yfinance,2026-07-22T12:20:48.089065Z
ABCB,Vanguard Portfolio Management LLC,3694069,2026-03-31,,334941229,yfinance,2026-07-22T12:20:48.089065Z
ABCB,North Reef Capital Management LP,3423243,2026-03-31,,310385436,yfinance,2026-07-22T12:20:48.089065Z
ABCB,State Street Corporation,3319796,2026-03-31,,301005897,yfinance,2026-07-22T12:20:48.089065Z
ABCB,Vanguard Capital Management LLC,2896345,2026-03-31,,262611595,yfinance,2026-07-22T12:20:48.089065Z
ABCB,"Wellington Management Group, LLP",2890940,2026-03-31,,262121524,yfinance,2026-07-22T12:20:48.089065Z
ABCB,Independent Advisor Alliance,2647757,2026-03-31,,240072122,yfinance,2026-07-22T12:20:48.089065Z
ABCB,Invesco Ltd.,2595317,2026-03-31,,235317387,yfinance,2026-07-22T12:20:48.089065Z
ABCB,"Geode Capital Management, LLC",1617538,2026-03-31,,146662167,yfinance,2026-07-22T12:20:48.089065Z
ABEV,"First Eagle Investment Management, LLC",346984557,2026-03-31,,1079121935,yfinance,2026-07-22T12:20:48.089065Z
ABEV,GQG Partners LLC,187037538,2026-03-31,,581686723,yfinance,2026-07-22T12:20:48.089065Z
ABEV,Blackrock Inc.,34945847,2026-03-31,,108681580,yfinance,2026-07-22T12:20:48.089065Z
ABEV,"Seafarer Capital Partners, LLC",28069000,2026-03-31,,87294587,yfinance,2026-07-22T12:20:48.089065Z
ABEV,"Renaissance Technologies, LLC",27354300,2026-03-31,,85071870,yfinance,2026-07-22T12:20:48.089065Z
ABEV,Massachusetts Financial Services Co.,26469999,2026-03-31,,82321694,yfinance,2026-07-22T12:20:48.089065Z
ABEV,Brandes Investment Partners L.P.,23075673,2026-03-31,,71765340,yfinance,2026-07-22T12:20:48.089065Z
ABEV,LOOMIS SAYLES & CO L P,20490631,2026-03-31,,63725860,yfinance,2026-07-22T12:20:48.089065Z
ABEV,Nomura Asset Management International Inc,17948270,2026-03-31,,55819117,yfinance,2026-07-22T12:20:48.089065Z
ABEV,Bank of America Corporation,16305441,2026-03-31,,50709919,yfinance,2026-07-22T12:20:48.089065Z
ABG,Blackrock Inc.,2891799,2026-03-31,,624946683,yfinance,2026-07-22T12:20:48.089065Z
ABG,"Abrams Capital Management, L.P.",2155492,2026-03-31,,465823377,yfinance,2026-07-22T12:20:48.089065Z
ABG,Dimensional Fund Advisors LP,1156426,2026-03-31,,249915223,yfinance,2026-07-22T12:20:48.089065Z
ABG,Vanguard Portfolio Management LLC,1117431,2026-03-31,,241488014,yfinance,2026-07-22T12:20:48.089065Z
ABG,"Impactive Capital, LP",1072684,2026-03-31,,231817739,yfinance,2026-07-22T12:20:48.089065Z
ABG,Vanguard Capital Management LLC,862266,2026-03-31,,186344305,yfinance,2026-07-22T12:20:48.089065Z
ABG,State Street Corporation,778821,2026-03-31,,168311006,yfinance,2026-07-22T12:20:48.089065Z
ABG,Timucuan Asset Management Inc/fl,709630,2026-03-31,,153358139,yfinance,2026-07-22T12:20:48.089065Z
ABG,"Neuberger Berman Group, LLC",537195,2026-03-31,,116093211,yfinance,2026-07-22T12:20:48.089065Z
ABG,"Geode Capital Management, LLC",485723,2026-03-31,,104969597,yfinance,2026-07-22T12:20:48.089065Z
ABM,Blackrock Inc.,8881541,2026-03-31,,416988356,yfinance,2026-07-22T12:20:48.089065Z
ABM,Dimensional Fund Advisors LP,4076047,2026-03-31,,191370409,yfinance,2026-07-22T12:20:48.089065Z
ABM,Vanguard Portfolio Management LLC,4075966,2026-03-31,,191366606,yfinance,2026-07-22T12:20:48.089065Z
ABM,State Street Corporation,3034038,2026-03-31,,142448086,yfinance,2026-07-22T12:20:48.089065Z
ABM,Harris Associates L.P.,2882144,2026-03-31,,135316662,yfinance,2026-07-22T12:20:48.089065Z
ABM,Vanguard Capital Management LLC,2614419,2026-03-31,,122746974,yfinance,2026-07-22T12:20:48.089065Z
ABM,Invesco Ltd.,1718539,2026-03-31,,80685407,yfinance,2026-07-22T12:20:48.089065Z
ABM,Nordea Investment Management AB,1673486,2026-03-31,,78570168,yfinance,2026-07-22T12:20:48.089065Z
ABM,LSV Asset Management,1636256,2026-03-31,,76822220,yfinance,2026-07-22T12:20:48.089065Z
ABM,"Ameriprise Financial, Inc.",1598393,2026-03-31,,75044552,yfinance,2026-07-22T12:20:48.089065Z
ABNB,Blackrock Inc.,31943327,2026-03-31,,4603033615,yfinance,2026-07-22T12:20:48.089065Z
ABNB,Vanguard Capital Management LLC,26133940,2026-03-31,,3765900913,yfinance,2026-07-22T12:20:48.089065Z
ABNB,Harris Associates L.P.,19162235,2026-03-31,,2761278180,yfinance,2026-07-22T12:20:48.089065Z
ABNB,State Street Corporation,17733208,2026-03-31,,2555355381,yfinance,2026-07-22T12:20:48.089065Z
ABNB,Invesco Ltd.,14897692,2026-03-31,,2146757508,yfinance,2026-07-22T12:20:48.089065Z
ABNB,"Geode Capital Management, LLC",10401089,2026-03-31,,1498796988,yfinance,2026-07-22T12:20:48.089065Z
ABNB,Morgan Stanley,10426161,2026-03-31,,1502409863,yfinance,2026-07-22T12:20:48.089065Z
ABNB,"AQR Capital Management, LLC",7999751,2026-03-31,,1152764167,yfinance,2026-07-22T12:20:48.089065Z
ABNB,Vanguard Portfolio Management LLC,7786272,2026-03-31,,1122001842,yfinance,2026-07-22T12:20:48.089065Z
ABNB,"FMR, LLC",7752142,2026-03-31,,1117083709,yfinance,2026-07-22T12:20:48.089065Z
ABR,Blackrock Inc.,26840393,2026-03-31,,136886001,yfinance,2026-07-22T12:20:48.089065Z
ABR,Vanguard Portfolio Management LLC,9600291,2026-03-31,,48961483,yfinance,2026-07-22T12:20:48.089065Z
ABR,Vanguard Capital Management LLC,7568395,2026-03-31,,38598813,yfinance,2026-07-22T12:20:48.089065Z
ABR,State Street Corporation,7440380,2026-03-31,,37945937,yfinance,2026-07-22T12:20:48.089065Z
ABR,"Geode Capital Management, LLC",4716475,2026-03-31,,24054022,yfinance,2026-07-22T12:20:48.089065Z
ABR,Coatue Management LLC,4196885,2026-03-31,,21404113,yfinance,2026-07-22T12:20:48.089065Z
ABR,"Charles Schwab Investment Management, Inc.",3346334,2026-03-31,,17066303,yfinance,2026-07-22T12:20:48.089065Z
ABR,Goldman Sachs Group Inc,3243901,2026-03-31,,16543894,yfinance,2026-07-22T12:20:48.089065Z
ABR,Invesco Ltd.,2831594,2026-03-31,,14441129,yfinance,2026-07-22T12:20:48.089065Z
ABR,Mirae Asset Global ETFs Holdings Ltd.,2721436,2026-03-31,,13879323,yfinance,2026-07-22T12:20:48.089065Z
ABT,Blackrock Inc.,145687458,2026-03-31,,14520668672,yfinance,2026-07-22T12:20:48.089065Z
ABT,Vanguard Capital Management LLC,112949933,2026-03-31,,11257719615,yfinance,2026-07-22T12:20:48.089065Z
ABT,State Street Corporation,79575468,2026-03-31,,7931286749,yfinance,2026-07-22T12:20:48.089065Z
ABT,Capital Research Global Investors,49775362,2026-03-31,,4961110239,yfinance,2026-07-22T12:20:48.089065Z
ABT,Vanguard Portfolio Management LLC,47944891,2026-03-31,,4778667198,yfinance,2026-07-22T12:20:48.089065Z
ABT,"Charles Schwab Investment Management, Inc.",45500055,2026-03-31,,4534990398,yfinance,2026-07-22T12:20:48.089065Z
ABT,"Geode Capital Management, LLC",39148795,2026-03-31,,3901960325,yfinance,2026-07-22T12:20:48.089065Z
ABT,Capital International Investors,37498227,2026-03-31,,3737448216,yfinance,2026-07-22T12:20:48.089065Z
ABT,Morgan Stanley,30101596,2026-03-31,,3000226018,yfinance,2026-07-22T12:20:48.089065Z
ABT,"Wellington Management Group, LLP",27070518,2026-03-31,,2698118479,yfinance,2026-07-22T12:20:48.089065Z
ABVX,"TCG Crossover Management, LLC",6481085,2026-03-31,,869048663,yfinance,2026-07-22T12:20:48.089065Z
ABVX,UBS Group AG,4547406,2026-03-31,,609761653,yfinance,2026-07-22T12:20:48.089065Z
ABVX,"Darwin Global Management, Ltd.",3468657,2026-03-31,,465112204,yfinance,2026-07-22T12:20:48.089065Z
ABVX,Morgan Stanley,1704958,2026-03-31,,228617811,yfinance,2026-07-22T12:20:48.089065Z
ABVX,"Vestal Point Capital, LP",1500000,2026-03-31,,201134994,yfinance,2026-07-22T12:20:48.089065Z
ABVX,"Caligan Partners, LP",1461924,2026-03-31,,196029383,yfinance,2026-07-22T12:20:48.089065Z
ABVX,"Adar1 Capital Management, LLC                          ",1394019,2026-03-31,,186924002,yfinance,2026-07-22T12:20:48.089065Z
ABVX,Westfield Capital Management Co LP,1322938,2026-03-31,,177392751,yfinance,2026-07-22T12:20:48.089065Z
ABVX,"FMR, LLC",1286373,2026-03-31,,172489750,yfinance,2026-07-22T12:20:48.089065Z
ABVX,Helikon Investments Ltd,1013324,2026-03-31,,135876611,yfinance,2026-07-22T12:20:48.089065Z
ABX,Blackrock Inc.,2729078,2026-03-31,,28327829,yfinance,2026-07-22T12:20:48.089065Z
ABX,Royce & Associates LP,2116867,2026-03-31,,21973079,yfinance,2026-07-22T12:20:48.089065Z
ABX,Mendon Capital Advisors Corp,1949321,2026-03-31,,20233952,yfinance,2026-07-22T12:20:48.089065Z
ABX,Vanguard Capital Management LLC,1831610,2026-03-31,,19012112,yfinance,2026-07-22T12:20:48.089065Z
ABX,Curi Capital LLC,1800000,2026-03-31,,18684000,yfinance,2026-07-22T12:20:48.089065Z
ABX,"Allspring Global Investments Holdings, LLC",1330138,2026-03-31,,13806832,yfinance,2026-07-22T12:20:48.089065Z
ABX,Alta Fundamental Advisers LLC,1097639,2026-03-31,,11393492,yfinance,2026-07-22T12:20:48.089065Z
ABX,Morgan Stanley,1054648,2026-03-31,,10947246,yfinance,2026-07-22T12:20:48.089065Z
ABX,State Of Wisconsin Investment Board,966042,2026-03-31,,10027516,yfinance,2026-07-22T12:20:48.089065Z
ABX,"CSM Advisors, LLC",907465,2026-03-31,,9419486,yfinance,2026-07-22T12:20:48.089065Z
ACA,Blackrock Inc.,7619560,2026-03-31,,1102169307,yfinance,2026-07-22T12:20:48.089065Z
ACA,Vanguard Portfolio Management LLC,2857823,2026-03-31,,413384079,yfinance,2026-07-22T12:20:48.089065Z
ACA,"Neuberger Berman Group, LLC",2673845,2026-03-31,,386771662,yfinance,2026-07-22T12:20:48.089065Z
ACA,Dimensional Fund Advisors LP,2316687,2026-03-31,,335108760,yfinance,2026-07-22T12:20:48.089065Z
ACA,Vanguard Capital Management LLC,2198324,2026-03-31,,317987553,yfinance,2026-07-22T12:20:48.089065Z
ACA,"T. Rowe Price Investment Management, Inc.",2078844,2026-03-31,,300704771,yfinance,2026-07-22T12:20:48.089065Z
ACA,State Street Corporation,1980645,2026-03-31,,286500287,yfinance,2026-07-22T12:20:48.089065Z
ACA,Capital World Investors,1970776,2026-03-31,,285072736,yfinance,2026-07-22T12:20:48.089065Z
ACA,Capital International Investors,1952826,2026-03-31,,282476268,yfinance,2026-07-22T12:20:48.089065Z
ACA,Royce & Associates LP,1252310,2026-03-31,,181146633,yfinance,2026-07-22T12:20:48.089065Z
ACDC,First Financial Bankshares Inc                          ,3889478,2026-03-31,,18941757,yfinance,2026-07-22T12:20:48.089065Z
ACDC,Blackrock Inc.,1859463,2026-03-31,,9055584,yfinance,2026-07-22T12:20:48.089065Z
ACDC,"AQR Capital Management, LLC",1529239,2026-03-31,,7447393,yfinance,2026-07-22T12:20:48.089065Z
ACDC,"Crestview Partners III GP, LP",1439218,2026-03-31,,7008991,yfinance,2026-07-22T12:20:48.089065Z
ACDC,"Hotchkis & Wiley Capital Management, LLC",1252080,2026-03-31,,6097629,yfinance,2026-07-22T12:20:48.089065Z
ACDC,"Shaw D.E. & Co., Inc.",1162917,2026-03-31,,5663405,yfinance,2026-07-22T12:20:48.089065Z
ACDC,"SIR Capital Management, L.P.",1104261,2026-03-31,,5377750,yfinance,2026-07-22T12:20:48.089065Z
ACDC,Wells Fargo & Company,1067776,2026-03-31,,5200068,yfinance,2026-07-22T12:20:48.089065Z
ACDC,"Bridgeway Capital Management, LLC",1060488,2026-03-31,,5164576,yfinance,2026-07-22T12:20:48.089065Z
ACDC,BNP Paribas Financial Markets,1003809,2026-03-31,,4888549,yfinance,2026-07-22T12:20:48.089065Z
ACEL,"DARLINGTON PARTNERS CAPITAL MANAGEMENT, LP",8098349,2026-03-31,,98313959,yfinance,2026-07-22T12:20:48.089065Z
ACEL,"Greenvale Capital, LLP",5859552,2026-03-31,,71134963,yfinance,2026-07-22T12:20:48.089065Z
ACEL,Blackrock Inc.,4142904,2026-03-31,,50294855,yfinance,2026-07-22T12:20:48.089065Z
ACEL,"Hill Path Capital, LP",2789113,2026-03-31,,33859832,yfinance,2026-07-22T12:20:48.089065Z
ACEL,Vanguard Capital Management LLC,2597915,2026-03-31,,31538688,yfinance,2026-07-22T12:20:48.089065Z
ACEL,American Century Companies Inc,1328226,2026-03-31,,16124664,yfinance,2026-07-22T12:20:48.089065Z
ACEL,"Geode Capital Management, LLC",1289159,2026-03-31,,15650390,yfinance,2026-07-22T12:20:48.089065Z
ACEL,State Street Corporation,1230566,2026-03-31,,14939071,yfinance,2026-07-22T12:20:48.089065Z
ACEL,"Arrowstreet Capital, Limited Partnership",1082891,2026-03-31,,13146297,yfinance,2026-07-22T12:20:48.089065Z
ACEL,LPL Financial LLC,946769,2026-03-31,,11493775,yfinance,2026-07-22T12:20:48.089065Z
ACGL,Blackrock Inc.,31354204,2026-03-31,,3152665307,yfinance,2026-07-22T12:20:48.089065Z
ACGL,Artisan Partners Limited Partnership,22666011,2026-03-31,,2279067475,yfinance,2026-07-22T12:20:48.089065Z
ACGL,Vanguard Capital Management LLC,22612609,2026-03-31,,2273697903,yfinance,2026-07-22T12:20:48.089065Z
ACGL,BAMCO Inc.,16709759,2026-03-31,,1680166318,yfinance,2026-07-22T12:20:48.089065Z
ACGL,State Street Corporation,16250722,2026-03-31,,1634010146,yfinance,2026-07-22T12:20:48.089065Z
ACGL,Vanguard Portfolio Management LLC,14712819,2026-03-31,,1479373995,yfinance,2026-07-22T12:20:48.089065Z
