ticker,holder,shares,date_reported,pct_out,value,source,fetched_at
AIR,"Geode Capital Management, LLC",974334,2026-03-31 00:00:00,,137770821,yfinance,2026-07-22T12:36:44.305953Z
AIR,Westwood Holdings Group Inc.,948672,2026-03-31 00:00:00,,134142215,yfinance,2026-07-22T12:36:44.305953Z
AIT,Blackrock Inc.,3838564,2026-03-31 00:00:00,,1309449356,yfinance,2026-07-22T12:36:44.305953Z
AIT,Vanguard Portfolio Management LLC,2122438,2026-03-31 00:00:00,,724027285,yfinance,2026-07-22T12:36:44.305953Z
AIT,Vanguard Capital Management LLC,1669795,2026-03-31 00:00:00,,569617176,yfinance,2026-07-22T12:36:44.305953Z
AIT,State Street Corporation,1207223,2026-03-31 00:00:00,,411819987,yfinance,2026-07-22T12:36:44.305953Z
AIT,First Trust Advisors LP,978840,2026-03-31 00:00:00,,333911693,yfinance,2026-07-22T12:36:44.305953Z
AIT,"AQR Capital Management, LLC",919611,2026-03-31 00:00:00,,313706904,yfinance,2026-07-22T12:36:44.305953Z
AIT,"Geode Capital Management, LLC",900628,2026-03-31 00:00:00,,307231234,yfinance,2026-07-22T12:36:44.305953Z
AIT,"Wellington Management Group, LLP",754560,2026-03-31 00:00:00,,257403056,yfinance,2026-07-22T12:36:44.305953Z
AIT,Dimensional Fund Advisors LP,721249,2026-03-31 00:00:00,,246039674,yfinance,2026-07-22T12:36:44.305953Z
AIT,"Alyeska Investment Group, L.p.",602767,2026-03-31 00:00:00,,205621909,yfinance,2026-07-22T12:36:44.305953Z
AIZ,Bank Of New York Mellon Corporation,4816951,2026-03-31 00:00:00,,1328707746,yfinance,2026-07-22T12:36:44.305953Z
AIZ,Blackrock Inc.,3945876,2026-03-31 00:00:00,,1088430421,yfinance,2026-07-22T12:36:44.305953Z
AIZ,"T. Rowe Price Investment Management, Inc.",3272043,2026-03-31 00:00:00,,902560329,yfinance,2026-07-22T12:36:44.305953Z
AIZ,Vanguard Capital Management LLC,3243504,2026-03-31 00:00:00,,894688131,yfinance,2026-07-22T12:36:44.305953Z
AIZ,Vanguard Portfolio Management LLC,3008137,2026-03-31 00:00:00,,829764499,yfinance,2026-07-22T12:36:44.305953Z
AIZ,State Street Corporation,2531416,2026-03-31 00:00:00,,698265780,yfinance,2026-07-22T12:36:44.305953Z
AIZ,"Geode Capital Management, LLC",1406786,2026-03-31 00:00:00,,388047845,yfinance,2026-07-22T12:36:44.305953Z
AIZ,Invesco Ltd.,1226447,2026-03-31 00:00:00,,338303135,yfinance,2026-07-22T12:36:44.305953Z
AIZ,Price (T.Rowe) Associates Inc,1146514,2026-03-31 00:00:00,,316254417,yfinance,2026-07-22T12:36:44.305953Z
AIZ,Dimensional Fund Advisors LP,1125406,2026-03-31 00:00:00,,310431986,yfinance,2026-07-22T12:36:44.305953Z
AJG,JPMORGAN CHASE & CO,19568047,2026-03-31 00:00:00,,4857180650,yfinance,2026-07-22T12:36:44.305953Z
AJG,Blackrock Inc.,19307796,2026-03-31 00:00:00,,4792581146,yfinance,2026-07-22T12:36:44.305953Z
AJG,Vanguard Capital Management LLC,16699898,2026-03-31 00:00:00,,4145248701,yfinance,2026-07-22T12:36:44.305953Z
AJG,"FMR, LLC",14620963,2026-03-31 00:00:00,,3629215453,yfinance,2026-07-22T12:36:44.305953Z
AJG,Capital World Investors,13817720,2026-03-31 00:00:00,,3429834475,yfinance,2026-07-22T12:36:44.305953Z
AJG,Vanguard Portfolio Management LLC,12419279,2026-03-31 00:00:00,,3082713448,yfinance,2026-07-22T12:36:44.305953Z
AJG,State Street Corporation,10973921,2026-03-31 00:00:00,,2723946684,yfinance,2026-07-22T12:36:44.305953Z
AJG,Dodge & Cox Inc.,7354915,2026-03-31 00:00:00,,1825637010,yfinance,2026-07-22T12:36:44.305953Z
AJG,"Geode Capital Management, LLC",6243640,2026-03-31 00:00:00,,1549796328,yfinance,2026-07-22T12:36:44.305953Z
AJG,Morgan Stanley,4056175,2026-03-31 00:00:00,,1006823763,yfinance,2026-07-22T12:36:44.305953Z
